estimate,CI_left,CI_right,misp,estimator,iter
1.37089942452121,1.32764723970515,1.41068654741265,1,auDRI,1
1.37193662880221,1.32919121911732,1.4146820384871,1,AIPW,1
1.40173321593564,1.3356004295653,1.469849276867,2,auDRI,1
1.41695342529608,1.32756437908198,1.50634247151017,2,AIPW,1
1.37436561296407,1.33308499495102,1.42024401121061,3,auDRI,1
1.37589045906353,1.33324108553194,1.41853983259512,3,AIPW,1
1.60343566293936,1.52232738509944,1.68202584204944,4,auDRI,1
1.69095748536288,1.60379378708665,1.77812118363912,4,AIPW,1
1.35785786106103,1.31470430258222,1.39711735991369,1,auDRI,2
1.35652482485921,1.314332880931,1.39871676878743,1,AIPW,2
1.3711617530859,1.30419471509331,1.43422458574895,2,auDRI,2
1.40957521718401,1.32082186037822,1.4983285739898,2,AIPW,2
1.35924281189645,1.31836855629436,1.39856263133711,3,auDRI,2
1.35972858261483,1.3176027092903,1.40185445593935,3,AIPW,2
1.56597700625186,1.48736631827774,1.6374650825742,4,auDRI,2
1.67385635991438,1.5865796713868,1.76113304844195,4,AIPW,2
1.35190229453891,1.30917640802967,1.39364677733977,1,auDRI,3
1.34832609874567,1.30612495698623,1.3905272405051,1,AIPW,3
1.38830895378416,1.31820816266479,1.45470143522585,2,auDRI,3
1.37976279207482,1.28978200599267,1.46974357815698,2,AIPW,3
1.35171514924167,1.31141303915036,1.39307668871367,3,auDRI,3
1.35172284320383,1.30957600619058,1.39386968021708,3,AIPW,3
1.54719501086878,1.47405276632614,1.62104947851414,4,auDRI,3
1.64602229681659,1.55836474362339,1.73367985000979,4,AIPW,3
1.38018967256558,1.3378648677072,1.42107422632815,1,auDRI,4
1.37911763832658,1.33710920390852,1.42112607274465,1,AIPW,4
1.43036768333345,1.35589815908232,1.49926290989838,2,auDRI,4
1.45523818007819,1.36650119441718,1.5439751657392,2,AIPW,4
1.381780215297,1.34155057576224,1.42066824780633,3,auDRI,4
1.38154331196707,1.33961200781173,1.42347461612241,3,AIPW,4
1.57699709602889,1.49709993645492,1.65369192166394,4,auDRI,4
1.64108075485234,1.55322675023181,1.72893475947286,4,AIPW,4
1.36037014478164,1.31991427660856,1.40259365663908,1,auDRI,5
1.35928880812568,1.31732585334917,1.40125176290219,1,AIPW,5
1.39701057445896,1.33715145777435,1.45816399974785,2,auDRI,5
1.40830044160506,1.31774205937642,1.49885882383371,2,AIPW,5
1.36524743975586,1.32439050909143,1.40561959744671,3,auDRI,5
1.36531311583486,1.32373677159312,1.4068894600766,3,AIPW,5
1.69883564970187,1.62272011300567,1.77560341217338,4,auDRI,5
1.78752551244234,1.70137790481326,1.87367312007142,4,AIPW,5
1.36142863074901,1.32105753772722,1.40315182883512,1,auDRI,6
1.36031473348314,1.31816648766699,1.40246297929928,1,AIPW,6
1.43249630016561,1.35937089048874,1.50556393034596,2,auDRI,6
1.42844561287938,1.3389259015459,1.51796532421286,2,AIPW,6
1.36320416529707,1.32205228000763,1.40801557694683,3,auDRI,6
1.36299036211104,1.32085812172192,1.40512260250016,3,AIPW,6
1.54443379028719,1.4657654712532,1.62713607830613,4,auDRI,6
1.60056158553922,1.51160917348507,1.68951399759338,4,AIPW,6
1.40230412584928,1.36333283807466,1.44060706171887,1,auDRI,7
1.4030872957771,1.36181692979679,1.4443576617574,1,AIPW,7
1.39542394657823,1.32737945084723,1.4589834422411,2,auDRI,7
1.45595314213882,1.3652135282064,1.54669275607123,2,AIPW,7
1.40570685265535,1.36639846180046,1.44559452492075,3,auDRI,7
1.40932791492262,1.36817928208587,1.45047654775937,3,AIPW,7
1.70987709467205,1.63354544301321,1.78278603130851,4,auDRI,7
1.81936266904927,1.73218349001992,1.90654184807862,4,AIPW,7
1.37453370869492,1.33321804532065,1.41743593691439,1,auDRI,8
1.37737865462077,1.33447078434568,1.42028652489586,1,AIPW,8
1.42563614859331,1.35640309051487,1.49278944333413,2,auDRI,8
1.43039916501645,1.33787608807308,1.52292224195983,2,AIPW,8
1.37567220483207,1.33238829645536,1.41747976486128,3,auDRI,8
1.3830171572755,1.34045226697902,1.42558204757197,3,AIPW,8
1.67225508605825,1.59277908934283,1.75327052227445,4,auDRI,8
1.7853723633342,1.69713032363785,1.87361440303056,4,AIPW,8
1.40269028727128,1.36148697928133,1.4405942017386,1,auDRI,9
1.40712943414892,1.36492787184357,1.44933099645427,1,AIPW,9
1.41347912856001,1.35289080585093,1.47542529265736,2,auDRI,9
1.43963127896987,1.35024797220187,1.52901458573788,2,AIPW,9
1.4072337765317,1.36366157176948,1.44662852920808,3,auDRI,9
1.41278276679138,1.37074854459255,1.45481698899022,3,AIPW,9
1.64378457476801,1.56408385245479,1.7243194977296,4,auDRI,9
1.723807799477,1.63701734753196,1.81059825142204,4,AIPW,9
1.3957347858405,1.35169271806979,1.43783686932219,1,auDRI,10
1.39546276215551,1.35328479583965,1.43764072847138,1,AIPW,10
1.45894383180114,1.39041413939965,1.52263061440686,2,auDRI,10
1.453500734196,1.36523612983604,1.54176533855596,2,AIPW,10
1.39858680753351,1.35841107890055,1.43944401616637,3,auDRI,10
1.40098942059481,1.35885725515813,1.4431215860315,3,AIPW,10
1.66188445998286,1.58642313407352,1.73787548407681,4,auDRI,10
1.73642666855396,1.65064250681431,1.82221083029362,4,AIPW,10
1.33530850836808,1.29579210276319,1.37830355402538,1,auDRI,11
1.33583050363107,1.29374119852444,1.3779198087377,1,AIPW,11
1.35879074103114,1.29270844034195,1.42056637646966,2,auDRI,11
1.39624205710841,1.30798359480655,1.48450051941028,2,AIPW,11
1.33596218141972,1.29389195339823,1.37614643904683,3,auDRI,11
1.34089287006062,1.29887661693668,1.38290912318457,3,AIPW,11
1.56484115347872,1.48600918977941,1.64425336132909,4,auDRI,11
1.66868532325496,1.58260158994908,1.75476905656084,4,AIPW,11
1.38917447594936,1.34509088327976,1.43399682420208,1,auDRI,12
1.38807728158957,1.34497868524281,1.43117587793633,1,AIPW,12
1.44534957693909,1.36762334900055,1.52489414115887,2,auDRI,12
