estimate,CI_left,CI_right,misp,estimator,iter
1.40156647869963,1.28526536721931,1.52061582978913,1,auDRI,1
1.35103315818722,1.23320388465116,1.46886243172328,1,AIPW,1
1.56550043547204,1.40481549557584,1.74342935043575,2,auDRI,1
1.5193131616314,1.27644196633094,1.76218435693186,2,AIPW,1
1.42488022247892,1.31117781444748,1.53689660837618,3,auDRI,1
1.39704909339516,1.292087142153,1.50201104463731,3,AIPW,1
2.18816317453864,2.0134502834286,2.36879405545529,4,auDRI,1
2.34160786184787,2.1485349445458,2.53468077914994,4,AIPW,1
1.35849411198391,1.2526914410109,1.46467444753421,1,auDRI,2
1.34998568151762,1.24572939459944,1.45424196843581,1,AIPW,2
1.42524412311988,1.25102401282556,1.58414090605221,2,auDRI,2
1.42983298349657,1.15701506481125,1.7026509021819,2,AIPW,2
1.39186979849421,1.28695865689286,1.5036209895162,3,auDRI,2
1.39343491396421,1.29248391119401,1.49438591673441,3,AIPW,2
2.08221770389998,1.88166129104264,2.27110661626449,4,auDRI,2
2.38434921705676,2.18412426467601,2.58457416943751,4,AIPW,2
1.36270942751708,1.25654694537717,1.46737465070647,1,auDRI,3
1.32822934591404,1.20809120660213,1.44836748522596,1,AIPW,3
1.49662414930125,1.33755840227648,1.66317852823686,2,auDRI,3
1.40484206481282,1.11280571502054,1.69687841460511,2,AIPW,3
1.3644785388285,1.25573896768069,1.47961320683096,3,auDRI,3
1.39447558337593,1.29230232989292,1.49664883685893,3,AIPW,3
2.16283656945423,1.97988896392895,2.35286212394585,4,auDRI,3
2.44698119078126,2.24375320713729,2.65020917442523,4,AIPW,3
1.28339838961832,1.18079491429037,1.39067422634481,1,auDRI,4
1.29984641891071,1.18798157147308,1.41171126634833,1,AIPW,4
1.50536093450407,1.36391917495997,1.65536780631414,2,auDRI,4
1.49978120483629,1.25342505869327,1.74613735097932,2,AIPW,4
1.35440477394109,1.2494903339312,1.46505836085276,3,auDRI,4
1.37281208443455,1.2771803149626,1.4684438539065,3,AIPW,4
2.20592288146328,2.02818601904147,2.38244712381747,4,auDRI,4
2.40144538443296,2.20987184267902,2.5930189261869,4,AIPW,4
1.3496793982622,1.23691697509672,1.4556311626184,1,auDRI,5
1.33509745233399,1.22735795886075,1.44283694580724,1,AIPW,5
1.37220314088073,1.21267547802707,1.53183331457423,2,auDRI,5
1.44253963910648,1.17565111605538,1.70942816215758,2,AIPW,5
1.37449364751132,1.25660375689173,1.48280297405884,3,auDRI,5
1.38007887798874,1.27953085938988,1.4806268965876,3,AIPW,5
2.20586674179744,2.0011661823783,2.39874798894459,4,auDRI,5
2.39454705636849,2.19583555389272,2.59325855884427,4,AIPW,5
1.37274054251271,1.26657989464683,1.48429043375343,1,auDRI,6
1.36447133557259,1.2575810986846,1.47136157246057,1,AIPW,6
1.62270403707643,1.48219039076925,1.76159148177483,2,auDRI,6
1.60553932675389,1.37516169511845,1.83591695838933,2,AIPW,6
1.39257431326681,1.27670437065385,1.49909595015696,3,auDRI,6
1.4430682583807,1.34416843039701,1.54196808636439,3,AIPW,6
2.30450338003753,2.12392804737618,2.47953825761244,4,auDRI,6
2.50952861140112,2.32690901178887,2.69214821101337,4,AIPW,6
1.25635914420383,1.14461001887173,1.35884334776033,1,auDRI,7
1.25877638108933,1.15323867793401,1.36431408424465,1,AIPW,7
