estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.254736524730197,0.141020557644533,0.360736122790527,1,auDRI,earth,3,500,0.279244304911078,1
0.221386205895744,0.130091735036792,0.312680676754695,1,AIPW,earth,3,500,0.279244304911078,1
0.283074967108383,0.167634424561789,0.397242318212361,2,auDRI,earth,3,500,0.279244304911078,1
0.282919312502689,0.187127203067803,0.378711421937574,2,AIPW,earth,3,500,0.279244304911078,1
0.267890910742392,0.181574453255068,0.353002466827786,3,auDRI,earth,3,500,0.279244304911078,1
0.246653915651849,0.164001659109425,0.329306172194273,3,AIPW,earth,3,500,0.279244304911078,1
0.333005688135484,0.246888582801147,0.414376722012599,4,auDRI,earth,3,500,0.279244304911078,1
0.337378252660117,0.253902814621995,0.420853690698239,4,AIPW,earth,3,500,0.279244304911078,1
0.280379683939058,0.166417128757852,0.397964934024652,1,auDRI,gam_1,3,500,0.279244304911078,1
0.240258017198111,0.149042644407836,0.331473389988385,1,AIPW,gam_1,3,500,0.279244304911078,1
0.277184338069988,0.16123929939966,0.391032479270327,2,auDRI,gam_1,3,500,0.279244304911078,1
0.274023680647294,0.179747194240495,0.368300167054093,2,AIPW,gam_1,3,500,0.279244304911078,1
0.264360777977357,0.177303629058307,0.349101629324879,3,auDRI,gam_1,3,500,0.279244304911078,1
0.262895545165427,0.179932469553844,0.34585862077701,3,AIPW,gam_1,3,500,0.279244304911078,1
0.333005688135484,0.246461718700423,0.411012854123661,4,auDRI,gam_1,3,500,0.279244304911078,1
0.337378252660117,0.253902814621995,0.420853690698239,4,AIPW,gam_1,3,500,0.279244304911078,1
0.236095116665545,0.115259046119376,0.349674327255206,1,auDRI,xgboost,3,500,0.279244304911078,1
0.276116935750888,0.190106338942221,0.362127532559556,1,AIPW,xgboost,3,500,0.279244304911078,1
0.256439083624256,0.136591774655872,0.377828936249579,2,auDRI,xgboost,3,500,0.279244304911078,1
0.300849305966903,0.214133648545729,0.387564963388077,2,AIPW,xgboost,3,500,0.279244304911078,1
0.317886762755497,0.234536358093351,0.399859314164303,3,auDRI,xgboost,3,500,0.279244304911078,1
0.315843029695538,0.233532247527161,0.398153811863916,3,AIPW,xgboost,3,500,0.279244304911078,1
0.333005688135484,0.25022287203757,0.415119508516212,4,auDRI,xgboost,3,500,0.279244304911078,1
0.337378252660117,0.253902814621995,0.420853690698239,4,AIPW,xgboost,3,500,0.279244304911078,1
0.213875034637101,0.106785201647898,0.324562065867155,1,auDRI,earth,3,500,0.279734236603241,2
0.260622684197548,0.166826948566222,0.354418419828873,1,AIPW,earth,3,500,0.279734236603241,2
0.205265855491426,0.0841032927900711,0.324130129474699,2,auDRI,earth,3,500,0.279734236603241,2
0.249579531835011,0.153780799541935,0.345378264128088,2,AIPW,earth,3,500,0.279734236603241,2
0.324705549381856,0.2408044138442,0.404474053238897,3,auDRI,earth,3,500,0.279734236603241,2
0.325893740670865,0.242808605226131,0.408978876115598,3,AIPW,earth,3,500,0.279734236603241,2
0.332672874975233,0.244924171361588,0.416770434204889,4,auDRI,earth,3,500,0.279734236603241,2
0.331685416665975,0.247385779485793,0.415985053846157,4,AIPW,earth,3,500,0.279734236603241,2
0.228160715380755,0.125291924281835,0.338828416449557,1,auDRI,gam_1,3,500,0.279734236603241,2
0.193212014397788,0.0944092898710051,0.292014738924572,1,AIPW,gam_1,3,500,0.279734236603241,2
0.232622429880785,0.118878324090034,0.351888292274337,2,auDRI,gam_1,3,500,0.279734236603241,2
0.256032227385081,0.160598622457328,0.351465832312835,2,AIPW,gam_1,3,500,0.279734236603241,2
0.288477119150693,0.201999250486469,0.378837818184253,3,auDRI,gam_1,3,500,0.279734236603241,2
0.218392733305136,0.131403200923674,0.305382265686599,3,AIPW,gam_1,3,500,0.279734236603241,2
0.332672874975233,0.249006724642077,0.415760866516349,4,auDRI,gam_1,3,500,0.279734236603241,2
0.331685416665975,0.247385779485793,0.415985053846157,4,AIPW,gam_1,3,500,0.279734236603241,2
0.239673591521489,0.131200790761813,0.346414462420399,1,auDRI,xgboost,3,500,0.279734236603241,2
