estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.287582223074369,0.24440316772821,0.330975452045398,1,auDRI,earth,1,2000,0.279940356142446,1
0.289817094818917,0.245297100195939,0.334337089441894,1,AIPW,earth,1,2000,0.279940356142446,1
0.288995986990839,0.242907414100735,0.332975084985672,2,auDRI,earth,1,2000,0.279940356142446,1
0.289718180229305,0.243178320608836,0.336258039849775,2,AIPW,earth,1,2000,0.279940356142446,1
0.291359225006041,0.250955635063806,0.33199085545181,3,auDRI,earth,1,2000,0.279940356142446,1
0.292488973936944,0.251712635174015,0.333265312699874,3,AIPW,earth,1,2000,0.279940356142446,1
0.300152508015995,0.257880137628395,0.342305876607947,4,auDRI,earth,1,2000,0.279940356142446,1
0.300761015522034,0.258721622403844,0.342800408640224,4,AIPW,earth,1,2000,0.279940356142446,1
0.280996044530691,0.237315517509718,0.325797273104188,1,auDRI,gam_1,1,2000,0.279940356142446,1
0.281736078034848,0.238305820701473,0.325166335368222,1,AIPW,gam_1,1,2000,0.279940356142446,1
0.283474836791906,0.238250466334083,0.328284326584081,2,auDRI,gam_1,1,2000,0.279940356142446,1
0.282270721653671,0.236827214499192,0.327714228808151,2,AIPW,gam_1,1,2000,0.279940356142446,1
0.285963591821656,0.244333502663177,0.325675097674734,3,auDRI,gam_1,1,2000,0.279940356142446,1
0.288620521628372,0.248049407769939,0.329191635486804,3,AIPW,gam_1,1,2000,0.279940356142446,1
0.300152508015995,0.257226084175676,0.342132478938461,4,auDRI,gam_1,1,2000,0.279940356142446,1
0.300761015522034,0.258721622403844,0.342800408640224,4,AIPW,gam_1,1,2000,0.279940356142446,1
0.281631788952789,0.239837370206612,0.32548172823855,1,auDRI,xgboost,1,2000,0.279940356142446,1
0.287921176608437,0.244776220303848,0.331066132913027,1,AIPW,xgboost,1,2000,0.279940356142446,1
0.286451891678012,0.240610117923398,0.332871343279186,2,auDRI,xgboost,1,2000,0.279940356142446,1
0.29034569944107,0.245231908167743,0.335459490714398,2,AIPW,xgboost,1,2000,0.279940356142446,1
0.285156825769395,0.243657934336685,0.32527097998168,3,auDRI,xgboost,1,2000,0.279940356142446,1
0.287230630540344,0.246558991682401,0.327902269398286,3,AIPW,xgboost,1,2000,0.279940356142446,1
0.300152508015995,0.258361177629183,0.342147797055022,4,auDRI,xgboost,1,2000,0.279940356142446,1
0.300761015522034,0.258721622403844,0.342800408640224,4,AIPW,xgboost,1,2000,0.279940356142446,1
0.28578699514271,0.240211546440799,0.329415661105261,1,auDRI,earth,1,2000,0.279417310223367,2
0.286185733074589,0.238991676313326,0.333379789835853,1,AIPW,earth,1,2000,0.279417310223367,2
0.28615079641558,0.240695592201978,0.330588490535835,2,auDRI,earth,1,2000,0.279417310223367,2
0.285495373648184,0.237993281653176,0.332997465643192,2,AIPW,earth,1,2000,0.279417310223367,2
0.285823775556638,0.244055096079131,0.327409855765127,3,auDRI,earth,1,2000,0.279417310223367,2
0.280614050029528,0.239898501465837,0.321329598593219,3,AIPW,earth,1,2000,0.279417310223367,2
0.310607732146941,0.268865408927236,0.352573362104302,4,auDRI,earth,1,2000,0.279417310223367,2
0.31067137149771,0.268942302400466,0.352400440594953,4,AIPW,earth,1,2000,0.279417310223367,2
0.278513524981061,0.233670749879425,0.322625881599708,1,auDRI,gam_1,1,2000,0.279417310223367,2
0.281035152887795,0.237035073284007,0.325035232491582,1,AIPW,gam_1,1,2000,0.279417310223367,2
0.276721348885532,0.230897789680958,0.32053522822102,2,auDRI,gam_1,1,2000,0.279417310223367,2
0.282148628618435,0.236703601081413,0.327593656155458,2,AIPW,gam_1,1,2000,0.279417310223367,2
0.285620663831665,0.24456365728289,0.327872099868861,3,auDRI,gam_1,1,2000,0.279417310223367,2
0.285240288712823,0.244921133556326,0.325559443869319,3,AIPW,gam_1,1,2000,0.279417310223367,2
0.310607732146941,0.268658076046724,0.351828322174721,4,auDRI,gam_1,1,2000,0.279417310223367,2
0.31067137149771,0.268942302400466,0.352400440594953,4,AIPW,gam_1,1,2000,0.279417310223367,2
0.289134223524746,0.245196795454358,0.333963671760462,1,auDRI,xgboost,1,2000,0.279417310223367,2
0.285598892854189,0.24203228082225,0.329165504886128,1,AIPW,xgboost,1,2000,0.279417310223367,2
0.286258803129462,0.240226111913013,0.331711282768419,2,auDRI,xgboost,1,2000,0.279417310223367,2
