estimate_audrie,CI_left_audrie,CI_right_audrie,estimate_AIPW,CI_left_AIPW,CI_right_AIPW
0.819176597749069,0.760946693077615,0.877870836134202,0.821730175344326,0.762684781167239,0.880775569521414
0.792183038828936,0.729922952140103,0.854315628122811,0.792185588350032,0.730668986007599,0.853702190692465
0.768084814954903,0.705902212528113,0.829374688611126,0.777379247636785,0.715110373594187,0.839648121679384
0.818295874930495,0.757810254318637,0.880479551163791,0.812542769967319,0.751549973938113,0.873535565996526
0.815103834481857,0.754567820646843,0.875277852444942,0.813135609060835,0.752802381765014,0.873468836356657
0.786625476842286,0.725334324496547,0.846972488299219,0.788360999769116,0.726217170668644,0.850504828869587
0.819852593690308,0.759489386474603,0.879449903871569,0.816178772622578,0.756608764842785,0.87574878040237
0.819923900170323,0.760699474686249,0.87942604985656,0.815264211558054,0.755200751626781,0.875327671489327
0.81805076051103,0.756365138595014,0.87863404374108,0.814912357553879,0.753048410961859,0.8767763041459
0.823949489108121,0.762475926477792,0.88547764468283,0.817296303043934,0.756337472026884,0.878255134060984
0.899788838811643,0.837562578299595,0.961608650567507,0.898142636001565,0.835692120532754,0.960593151470376
0.835893840494357,0.773334082447793,0.897241991271068,0.83671581421846,0.776306656252013,0.897124972184907
0.839308609742664,0.779655935335838,0.900332813106092,0.829306005983675,0.768088722177489,0.89052328978986
0.822052744777981,0.760878845893973,0.883059492601239,0.822963597413836,0.762440834481983,0.883486360345689
0.792953123570214,0.733136233232749,0.853214821798607,0.793642412682103,0.733243252892967,0.854041572471239
0.797165299668712,0.737741851312108,0.856259459681941,0.796771263521111,0.734861656412771,0.858680870629452
0.844850518495412,0.785085836650225,0.905126659017408,0.839293907377859,0.778638695617604,0.899949119138114
0.784820370902016,0.725408981348566,0.845516616176951,0.788226010330601,0.726898379108964,0.849553641552238
0.798586703013544,0.739754457223559,0.858397611471564,0.796038025696715,0.735167626176828,0.856908425216603
0.769930130314036,0.712077885330317,0.830106354525006,0.772193236911095,0.711744648818615,0.832641825003575
0.801085495298515,0.739162096747126,0.86292092826692,0.802559819725112,0.741123058446239,0.863996581003985
0.810642977205921,0.751864393854651,0.871817134088355,0.81453189950386,0.754124416507427,0.874939382500293
0.863893499225522,0.804426292279492,0.921785975192244,0.862909323378728,0.802743633737493,0.923075013019962
0.790037085828781,0.732913204893079,0.848983990372393,0.790848519375605,0.731567043760421,0.85012999499079
0.801977368692065,0.741388145846393,0.860938895109804,0.808175098366414,0.749478932594187,0.86687126413864
0.807877756011032,0.74635481381449,0.867862722473145,0.807175052983337,0.745447684355371,0.868902421611302
0.8435703067394,0.782114095190976,0.903547493183955,0.841292652684889,0.779600614970654,0.902984690399125
0.852595702244227,0.793573491539817,0.91384035720235,0.853975986905116,0.791717906332055,0.916234067478177
0.868774454795231,0.808196179459276,0.929019600017543,0.864317191038725,0.804456911120637,0.924177470956813
0.807535620619402,0.749164228617758,0.869245960818065,0.817493267045121,0.758893190475614,0.876093343614628
0.822700203946748,0.762167642412064,0.883139918855236,0.815206149929099,0.754446191919654,0.875966107938545
0.826375788554422,0.763896403877366,0.890282519152546,0.830828144178518,0.767899584851955,0.893756703505081
0.854588334001872,0.792949886950822,0.91452882909179,0.847503383839561,0.78695267005229,0.908054097626832
0.863142026469455,0.802240074378147,0.920748506680633,0.86217249753593,0.80181509184956,0.922529903222299
0.809237503497878,0.747790262390056,0.871715969349922,0.802749608959745,0.741068359131886,0.864430858787603
0.812415756380687,0.751928536685315,0.870606687584609,0.818890356665267,0.758038405713563,0.87974230761697
0.784218022344844,0.722459156512315,0.845752255663984,0.787134389080979,0.726422795714002,0.847845982447957
0.80841995436644,0.747409052607878,0.870802670462395,0.803447334653919,0.742301173108334,0.864593496199504
0.836260105159882,0.772697518445778,0.899978621996091,0.837243438410475,0.776586099020639,0.897900777800311
0.828217679609218,0.767818832077086,0.888986915708203,0.830713827970537,0.769317020591556,0.892110635349517
0.828609252826977,0.765737704480946,0.891729002570422,0.834561602015259,0.772785319687453,0.896337884343065
0.819810351534052,0.758222945742524,0.879603556037612,0.821889808861365,0.760426745733011,0.88335287198972
0.812897596964601,0.751475465744886,0.87475916392737,0.815935105229615,0.753973272947565,0.877896937511664
0.86475517680596,0.804786880266204,0.925194798192052,0.863991605156537,0.804189162400098,0.923794047912976
0.795643048768761,0.736199991385124,0.856100323245752,0.797805627326353,0.737132534066766,0.85847872058594
0.785214756374192,0.721893864183758,0.847783725552858,0.790634041175756,0.728100855455511,0.853167226896002
0.783393777210058,0.723492745423463,0.84484394827726,0.782599001753364,0.721649943211815,0.843548060294913
0.786812659739076,0.725674908500923,0.848152757407531,0.788959704222544,0.727843305129855,0.850076103315233
0.836107748074327,0.774616541963382,0.89773458106626,0.836029752194042,0.774829961744947,0.897229542643138
0.818093433054611,0.755357783836667,0.881507196098114,0.817948511507917,0.754794103224157,0.881102919791677
0.835929536769809,0.776571795875629,0.898289312927291,0.838324802363027,0.777471201170587,0.899178403555467
0.76352362586034,0.702979849313886,0.825248160254242,0.763014001449376,0.701560868884269,0.824467134014482
0.834246237323448,0.7711364695588,0.897928456134929,0.826680607601731,0.764505287547377,0.888855927656084
0.830521400270451,0.76788349490402,0.894843331569788,0.821388143233997,0.757961180176562,0.884815106291433
0.83460016042117,0.773489696405647,0.8941773619436,0.839158936314605,0.777903063202083,0.900414809427127
0.818706465113632,0.754307699393538,0.882971200691111,0.829834908136537,0.767183119016471,0.892486697256603
0.795829784673595,0.736232872908308,0.855819554049206,0.795342936944898,0.735120939371712,0.855564934518085
0.840783222341007,0.779859070970282,0.899774497371275,0.835507814540697,0.775919647049436,0.895095982031959
0.813598890253239,0.751156740650505,0.875316698735247,0.799032206085123,0.736669689580269,0.861394722589978
0.776370066338576,0.715635347032767,0.836940134073969,0.776066069086882,0.713959331010699,0.838172807163065
0.852539802766226,0.79026438146794,0.913656992600042,0.855501909870538,0.793812245728217,0.917191574012859
0.752017584103918,0.687754320181035,0.81530156462905,0.752888117184124,0.690555595724703,0.815220638643545
0.816985918900436,0.757377069567528,0.875624522917394,0.817752159833435,0.758460716888625,0.877043602778245
0.789372625257064,0.726454107044995,0.852186402380329,0.792475130871784,0.7291019321019,0.855848329641667
0.806410505841189,0.74545601073081,0.868877538139717,0.815398688067089,0.752969201889075,0.877828174245103
0.860594748636579,0.800486684127286,0.920650692359457,0.856294225218419,0.796295524123325,0.916292926313512
0.813206024962569,0.75413981172595,0.874398887160672,0.819906887486651,0.758202360407363,0.881611414565939
0.818460312871431,0.758841576692911,0.876482375778282,0.815700911591267,0.756196395184836,0.875205427997697
