estimate_audrie,CI_left_audrie,CI_right_audrie,estimate_AIPW,CI_left_AIPW,CI_right_AIPW
0.864875828758607,0.784137023003548,0.945870331150289,0.874917002191075,0.799222438939941,0.950611565442209
0.76635307508032,0.685748929375835,0.847717775370496,0.782398237275975,0.706309827653998,0.858486646897953
0.827301896210497,0.750214453862637,0.901446394486766,0.841495549672719,0.767712084774425,0.915279014571014
0.815788905622322,0.733136453739889,0.895865043555045,0.795542483764577,0.719318790679979,0.871766176849175
0.786050972412748,0.70840862694737,0.860777617205594,0.784834924637196,0.710075303244635,0.859594546029756
0.799767267597936,0.719872173952128,0.879415855825405,0.818158712129371,0.743304918396457,0.893012505862284
0.862652416601169,0.786133283156105,0.942982598042726,0.874658004522406,0.798758025117759,0.950557983927052
0.832566573872996,0.754948690361746,0.913653479749376,0.822707889048709,0.748343353075837,0.897072425021582
0.869266417126248,0.794557639947901,0.946479750178474,0.885087065187416,0.810824455576111,0.959349674798721
0.830941661847577,0.749353031953966,0.909945468321458,0.831216729841065,0.755355557636677,0.907077902045453
0.869366609047971,0.791524012002008,0.949158094974299,0.875910267092964,0.801209670475545,0.950610863710384
0.848215230546937,0.770584328346217,0.925467709973314,0.858938852177405,0.784697117549109,0.9331805868057
0.857037474251051,0.775927687665645,0.939565655535492,0.873246248742064,0.796459439413668,0.95003305807046
0.882229504995295,0.804623735461019,0.960236041884289,0.870432703954155,0.793694802056792,0.947170605851519
0.772779620021279,0.696929963533215,0.849067211360217,0.777615869804067,0.704645385059072,0.850586354549062
0.777793512001442,0.698974862081155,0.85887903195086,0.778925189339127,0.703099907552073,0.85475047112618
0.828963077717984,0.750920773296461,0.908218489509742,0.845085107313541,0.768745428536052,0.921424786091031
0.793724985130768,0.712692844645621,0.874321317465181,0.800853713609815,0.722251214604878,0.879456212614751
0.735412886283966,0.66099188966763,0.811355071893178,0.731355385231385,0.657329144618302,0.805381625844468
0.761477466264489,0.67817046982155,0.845192871037895,0.778194370827027,0.699578969421738,0.856809772232316
0.802182763616743,0.717665134172137,0.886940313295203,0.829441669507461,0.750253291021337,0.908630047993585
0.836695007018472,0.758847484030467,0.915288984031329,0.845530069966588,0.769201544791963,0.921858595141213
0.803244039360973,0.727621107238394,0.881752792531165,0.813422058889982,0.736770894446927,0.890073223333036
0.763241922478585,0.680607409904616,0.842756837633149,0.779734687616666,0.702375744830803,0.857093630402528
0.836834739575223,0.761029267668138,0.9104814031323,0.832727824823851,0.758663534435413,0.906792115212289
0.831875554176037,0.754685691466937,0.912732647593957,0.846351844680761,0.770262741632472,0.922440947729051
0.872286759013506,0.799172508322463,0.946648259814967,0.877056135877966,0.80450462139466,0.949607650361273
0.862830088614387,0.785574002838568,0.93953037693392,0.857820203757333,0.782630912908854,0.933009494605813
0.838150287724191,0.757349639156956,0.916771147939493,0.840843779232004,0.765898963194274,0.915788595269735
0.862024268190789,0.786900832195681,0.93780099872247,0.859771801622102,0.784489685015802,0.935053918228403
0.750389655681606,0.669580719487904,0.831119687667871,0.757191258338258,0.680621435311894,0.833761081364621
0.871074858231545,0.793994367471116,0.950184836872683,0.860707397388753,0.784594890652256,0.93681990412525
0.854491981428421,0.781146959085741,0.928646764589713,0.85248496976339,0.77788981995488,0.927080119571901
0.875344444941574,0.787059991780338,0.962423406966047,0.890825946864977,0.811695540151498,0.969956353578456
0.741839095693539,0.665078874476673,0.820789781279781,0.743139449870307,0.668173213617798,0.818105686122816
0.894225765055788,0.810604524344343,0.975158517890876,0.901575428767366,0.826362247847419,0.976788609687312
0.833753770366286,0.753421771424357,0.914361867686628,0.85577281851872,0.777349321942833,0.934196315094607
0.838769821784244,0.762906590322662,0.916037635501068,0.83139496989431,0.755947380501243,0.906842559287377
0.7962947953306,0.717067591567624,0.875642814124315,0.788730587765321,0.713044592128089,0.864416583402553
0.792103699796517,0.7133503047302,0.869401022252539,0.781274003119569,0.703302392404556,0.859245613834583
0.829445118070258,0.747256525606332,0.912365159862481,0.848183696203648,0.772106619405296,0.924260773001999
0.861156371029124,0.783933421622493,0.943150321881659,0.865446614340683,0.788650552080431,0.942242676600935
0.768937948500454,0.684921478325466,0.851666197441922,0.774951670846637,0.697675634191738,0.852227707501536
0.809986363663964,0.73155829895304,0.888869107392846,0.806992370378561,0.733080025156382,0.88090471560074
0.817582553794638,0.736469622874179,0.901903173280047,0.825799888120121,0.746583056767377,0.905016719472864
0.839547421331776,0.761652470989414,0.916581839036965,0.841238206810446,0.767408507692389,0.915067905928503
0.860838751704454,0.784015433700896,0.938314488783748,0.843713638216561,0.768884586862543,0.918542689570579
0.892701448867893,0.813458180920616,0.971444025601397,0.906918830712955,0.831469920671124,0.982367740754786
0.856329875799366,0.776553334760705,0.937879813186031,0.865147799520994,0.78840930362254,0.941886295419448
0.806914450296015,0.722292531642266,0.890664405766051,0.797012575277738,0.718403234878849,0.875621915676627
0.95865651340775,0.884526399132064,1.0339776644637,0.962628576099147,0.889244301706674,1.03601285049162
0.833172415490287,0.754069316226766,0.915914757016579,0.834026910593961,0.756186141628899,0.911867679559024
0.812484614630409,0.733832460693658,0.889173620055633,0.820764605209356,0.746395535316171,0.895133675102541
0.888383108181016,0.808874740543775,0.965651422175863,0.895336230390073,0.817047189778894,0.973625271001251
0.827730994184127,0.750262262504122,0.904261647386369,0.834956797783774,0.759554100178851,0.910359495388698
0.802427497071012,0.727963228916831,0.877669120456055,0.791891781690108,0.71797839341322,0.865805169966996
0.833962780161866,0.758352589473876,0.910644972763038,0.84161139155574,0.767197579420345,0.916025203691136
0.845946660690086,0.76925873967317,0.923357554977866,0.833278804448399,0.756888280494546,0.909669328402252
0.823787831463873,0.74596683768777,0.903294142438123,0.823772500820418,0.749354790839935,0.8981902108009
0.794020340790312,0.717438357468176,0.870174536229946,0.814357799492909,0.739318299004719,0.889397299981099
0.768295354630151,0.692991081540829,0.84564946943883,0.76712837862362,0.692365592934753,0.841891164312488
0.795185088988784,0.717920410884825,0.868476678367265,0.783175473710424,0.708171509455005,0.858179437965844
0.804967644578171,0.726413342253718,0.881718009281597,0.811335764737383,0.736549894889621,0.886121634585144
0.912395134145847,0.833335407468455,0.9928004474247,0.904116117702314,0.82805259341657,0.980179641988058
0.809482786858453,0.73016682962176,0.892508219288818,0.805262697077883,0.729336577230203,0.881188816925562
0.813646214944326,0.730183985949719,0.89608125815705,0.819913752694013,0.741857903907614,0.897969601480411
0.883664903407146,0.803292908535847,0.962027844512089,0.897986318614827,0.82058679715548,0.975385840074173
0.741581780122073,0.657477145619213,0.827877780421731,0.749436786540736,0.672459377584035,0.826414195497438
0.843021660236607,0.765546033228163,0.921082907740292,0.847954084661682,0.771683808110523,0.92422436121284
0.824416049081458,0.746952399299483,0.903027785900814,0.833563792144518,0.758616930003996,0.90851065428504
0.861256219235479,0.783694075433989,0.939836571967496,0.849427886824782,0.773733329204335,0.925122444445229
0.871116170903398,0.794051303854372,0.948275300682814,0.860748251397537,0.787568627054407,0.933927875740666
0.838786029489937,0.759435495359804,0.916985482033421,0.836886995947336,0.762329957807669,0.911444034087002
0.879592501276068,0.796541951672158,0.961179682729602,0.890849302513696,0.814050376684107,0.967648228343286
0.76762019930979,0.685305240224339,0.848061958966181,0.772835418331234,0.697668284422388,0.848002552240081
0.862646800857214,0.785116686771009,0.937872092554396,0.873789705716592,0.799310141512687,0.948269269920498
0.871929265555544,0.797605212705521,0.946839386604422,0.861944236043886,0.786137940915376,0.937750531172395
0.926450839344512,0.852349554587775,0.999815850780576,0.921753232863291,0.848448417189052,0.99505804853753
0.883351172227663,0.808250203058813,0.960516302737393,0.886377603576562,0.812551512884403,0.960203694268721
0.816389866619725,0.735767291319198,0.899315145982068,0.81428670926363,0.740061865398643,0.888511553128616
0.827818942493691,0.752217791032903,0.902930939289205,0.827563607126912,0.750819934350852,0.904307279902973
0.894515755746626,0.813796538278157,0.973665694074694,0.882747315306478,0.8064279172917,0.959066713321255
0.77303713657601,0.696373207698527,0.850430224855634,0.775633664750568,0.699960053033878,0.851307276467259
0.900292816615255,0.82496299455027,0.977505988217671,0.911056905255943,0.836644657646149,0.985469152865737
0.953013135057854,0.868169865762127,1.0374002954684,0.934202777025204,0.854575084957938,1.01383046909247
0.849912230680319,0.770285159608683,0.927058311922612,0.855404290846792,0.779847803544642,0.930960778148943
0.801568146594903,0.72534719054628,0.874610702462853,0.814072214362303,0.740238916825863,0.887905511898743
0.809574983247612,0.734525304616614,0.886250990903049,0.822030921880443,0.748853789640295,0.895208054120592
0.875879018411984,0.796865025404579,0.951159650777285,0.895819841007246,0.820270775558667,0.971368906455825
0.836232786509044,0.754426539853196,0.916334561912422,0.83230742806289,0.755501187704522,0.909113668421258
0.82172767151352,0.738973260876159,0.901503196176319,0.81367944949499,0.739336342455306,0.888022556534673
0.803524995355698,0.725386244808141,0.880663968464642,0.808217788840633,0.733161456400169,0.883274121281098
0.858473352003033,0.778992177539972,0.935959502391621,0.884027015174732,0.809898815396304,0.95815521495316
0.839365645106765,0.759834471458526,0.917993365144455,0.847254686366549,0.771147670903257,0.923361701829841
0.716951283920626,0.636417321582394,0.79641252828458,0.7327435849013,0.655324214140075,0.810162955662525
0.796630145670314,0.720060403903713,0.872786854371259,0.820377917603814,0.746790994150813,0.893964841056814
0.805196395675417,0.721207135302639,0.891955202818022,0.827783451373384,0.747980420217203,0.907586482529564
0.80662485505951,0.725103552326439,0.887643868835664,0.821852295908143,0.745214591260457,0.898490000555828
0.858674580997036,0.782406899492462,0.937241553120858,0.861522257436153,0.785022894746538,0.938021620125767
0.776262703024946,0.695697853182467,0.85638306010074,0.793982329509527,0.716034575515769,0.871930083503284
0.858056760390092,0.780186488888294,0.938156913230828,0.861874970423468,0.785961710150271,0.937788230696665
0.803813553303467,0.725881153416152,0.879803057530843,0.800378175593776,0.725852879295991,0.874903471891561
0.847659403152344,0.770257725530011,0.923314328581381,0.8458627461079,0.768849443115989,0.922876049099812
0.843986587061226,0.766251455752218,0.920640773791001,0.853584753619946,0.779514018862993,0.9276554883769
0.866560712405644,0.789590676400745,0.947240086165433,0.845564552156461,0.768027944307032,0.92310116000589
0.863448137199551,0.779200842495275,0.945822264259389,0.875173276527102,0.797310794837912,0.953035758216292
0.830193235089508,0.747786754496279,0.915856030660751,0.842877956529599,0.765401862204135,0.920354050855063
0.845881502181112,0.761397035751897,0.9307844053106,0.833567312139542,0.755061184960908,0.912073439318176
0.711502544144038,0.632427654994763,0.790291489106243,0.72178130851271,0.644780365533294,0.798782251492126
0.760322130611224,0.683956417657146,0.837244752640004,0.755064426762699,0.679623963646958,0.830504889878441
0.787226145344201,0.706647091285834,0.869066295837443,0.808038656069672,0.728926732970192,0.887150579169152
0.853076187300284,0.779363614286127,0.926327572168746,0.847894421477731,0.773775990489775,0.922012852465688
0.7983203788757,0.715378755125015,0.881884440606185,0.810995978175704,0.733601975956227,0.888389980395181
0.879837646096016,0.795599873530881,0.959256951012688,0.900853428832072,0.823891444455122,0.977815413209022
0.83070938005217,0.749579882355693,0.912018155716111,0.820263501950488,0.743390311761461,0.897136692139516
0.760513541188301,0.680497671751548,0.838147055946286,0.793067732767,0.713679527565127,0.872455937968874
0.818830532959243,0.741739675091718,0.898038411660559,0.827691831546918,0.753149593220446,0.90223406987339
0.842777726041175,0.765267471397834,0.921023260491115,0.829222757306995,0.752248438548268,0.906197076065721
0.774751435998702,0.697664437470562,0.854144329892264,0.787982680742871,0.710947870633849,0.865017490851893
0.816285838988505,0.738067585903845,0.898859684453031,0.819467063552526,0.74253043502974,0.896403692075312
0.71458944856361,0.636581910912225,0.7931882392486,0.713022467360462,0.637125498096354,0.788919436624571
0.849549323772491,0.768382322112765,0.93357189550488,0.847790440279,0.768464974080367,0.927115906477632
