estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.312357693332487,0.221053885605762,0.402299166310532,1,auDRI,earth,2,500,0.229618709288632,1
0.303266095871303,0.21033877500654,0.396193416736067,1,AIPW,earth,2,500,0.229618709288632,1
0.305419599789569,0.209752751598132,0.400349123944249,2,auDRI,earth,2,500,0.229618709288632,1
0.300424031646832,0.202561978903672,0.398286084389992,2,AIPW,earth,2,500,0.229618709288632,1
0.303668863178714,0.221956043314509,0.382320677955611,3,auDRI,earth,2,500,0.229618709288632,1
0.292085441809058,0.213781824251928,0.370389059366187,3,AIPW,earth,2,500,0.229618709288632,1
0.288237577639752,0.207417712503222,0.36805191190807,4,auDRI,earth,2,500,0.229618709288632,1
0.288657748058484,0.209103764121116,0.368211731995851,4,AIPW,earth,2,500,0.229618709288632,1
0.272341434323587,0.173211791433883,0.364701248388304,1,auDRI,gam_1,2,500,0.229618709288632,1
0.274291627436634,0.186286537752633,0.362296717120634,1,AIPW,gam_1,2,500,0.229618709288632,1
0.2682820160112,0.166844354431439,0.367394073840689,2,auDRI,gam_1,2,500,0.229618709288632,1
0.294418440207797,0.200603150512686,0.388233729902908,2,AIPW,gam_1,2,500,0.229618709288632,1
0.279072903203236,0.190733072761827,0.361650071524236,3,auDRI,gam_1,2,500,0.229618709288632,1
0.26389091321727,0.184453070269574,0.343328756164967,3,AIPW,gam_1,2,500,0.229618709288632,1
0.288237577639752,0.210500800583972,0.368373973350719,4,auDRI,gam_1,2,500,0.229618709288632,1
0.288657748058484,0.209103764121116,0.368211731995851,4,AIPW,gam_1,2,500,0.229618709288632,1
0.284606790510588,0.18595309111846,0.383412828511365,1,auDRI,xgboost,2,500,0.229618709288632,1
0.292758334298031,0.200771241990792,0.38474542660527,1,AIPW,xgboost,2,500,0.229618709288632,1
0.278415765894989,0.174902176280427,0.376725098968324,2,auDRI,xgboost,2,500,0.229618709288632,1
0.301495036246569,0.205840493845728,0.39714957864741,2,AIPW,xgboost,2,500,0.229618709288632,1
0.279609671504966,0.191857905139922,0.364036447260141,3,auDRI,xgboost,2,500,0.229618709288632,1
0.283344194042076,0.204866319753753,0.361822068330399,3,AIPW,xgboost,2,500,0.229618709288632,1
0.288237577639752,0.213141699831844,0.368098944580594,4,auDRI,xgboost,2,500,0.229618709288632,1
0.288657748058484,0.209103764121116,0.368211731995851,4,AIPW,xgboost,2,500,0.229618709288632,1
0.326599428399791,0.202981255836062,0.441657660256046,1,auDRI,earth,2,500,0.229632237052362,2
0.311406432648154,0.213118973884978,0.40969389141133,1,AIPW,earth,2,500,0.229632237052362,2
0.34810535435953,0.235551244865391,0.461066599952846,2,auDRI,earth,2,500,0.229632237052362,2
0.346833843259518,0.249476603276341,0.444191083242695,2,AIPW,earth,2,500,0.229632237052362,2
0.374756951448061,0.289388097987333,0.455457513312623,3,auDRI,earth,2,500,0.229632237052362,2
0.345293783009545,0.268172615066356,0.422414950952735,3,AIPW,earth,2,500,0.229632237052362,2
0.388178116802652,0.311306783395782,0.464107365025046,4,auDRI,earth,2,500,0.229632237052362,2
0.386913172147376,0.309618567257294,0.464207777037457,4,AIPW,earth,2,500,0.229632237052362,2
0.351469447193167,0.243310807639882,0.457278105159736,1,auDRI,gam_1,2,500,0.229632237052362,2
0.332724925343073,0.244704980880183,0.420744869805962,1,AIPW,gam_1,2,500,0.229632237052362,2
0.351882331888837,0.249582848984488,0.458169284482275,2,auDRI,gam_1,2,500,0.229632237052362,2
0.363972997830463,0.275875765322422,0.452070230338504,2,AIPW,gam_1,2,500,0.229632237052362,2
0.389548209434698,0.30866724027443,0.466770331009911,3,auDRI,gam_1,2,500,0.229632237052362,2
0.344243369622541,0.266763365304349,0.421723373940733,3,AIPW,gam_1,2,500,0.229632237052362,2
0.388178116802652,0.312865791244956,0.465414856034679,4,auDRI,gam_1,2,500,0.229632237052362,2
0.386913172147376,0.309618567257294,0.464207777037457,4,AIPW,gam_1,2,500,0.229632237052362,2
0.370152023429272,0.260265549597894,0.47647191030787,1,auDRI,xgboost,2,500,0.229632237052362,2
0.34442168300587,0.255619816449224,0.433223549562517,1,AIPW,xgboost,2,500,0.229632237052362,2
0.363316257228971,0.260942049278426,0.467840320645358,2,auDRI,xgboost,2,500,0.229632237052362,2
0.365733565651986,0.277939696205843,0.453527435098129,2,AIPW,xgboost,2,500,0.229632237052362,2
0.364599815002662,0.278216312132861,0.447933207217698,3,auDRI,xgboost,2,500,0.229632237052362,2
0.345040760665183,0.267435176090027,0.42264634524034,3,AIPW,xgboost,2,500,0.229632237052362,2
0.388178116802652,0.31182387124389,0.465317358769604,4,auDRI,xgboost,2,500,0.229632237052362,2
0.386913172147376,0.309618567257294,0.464207777037457,4,AIPW,xgboost,2,500,0.229632237052362,2
0.241371109252624,0.129225103551617,0.346391021010458,1,auDRI,earth,2,500,0.229364063591621,3
0.250031503674976,0.155064203431283,0.344998803918668,1,AIPW,earth,2,500,0.229364063591621,3
0.217436659384613,0.112903011875496,0.321836397431202,2,auDRI,earth,2,500,0.229364063591621,3
0.255251478228493,0.159824138041673,0.350678818415314,2,AIPW,earth,2,500,0.229364063591621,3
0.309805938900897,0.226074803666695,0.388952627242336,3,auDRI,earth,2,500,0.229364063591621,3
0.263933458591925,0.188099661636934,0.339767255546916,3,AIPW,earth,2,500,0.229364063591621,3
0.317532467532468,0.239729599863262,0.393688357125364,4,auDRI,earth,2,500,0.229364063591621,3
0.31927611518226,0.242452557514626,0.396099672849894,4,AIPW,earth,2,500,0.229364063591621,3
0.209478889810141,0.111240119321305,0.313558805712004,1,auDRI,gam_1,2,500,0.229364063591621,3
0.231813835373948,0.138430003869865,0.32519766687803,1,AIPW,gam_1,2,500,0.229364063591621,3
0.200490086693894,0.0957072734824118,0.30466556708587,2,auDRI,gam_1,2,500,0.229364063591621,3
0.260267924235503,0.166757705789794,0.353778142681213,2,AIPW,gam_1,2,500,0.229364063591621,3
0.284623291769387,0.201740522833744,0.362588891851483,3,auDRI,gam_1,2,500,0.229364063591621,3
0.233284061154534,0.153995319945374,0.312572802363694,3,AIPW,gam_1,2,500,0.229364063591621,3
0.317532467532468,0.240673134043484,0.392668621509915,4,auDRI,gam_1,2,500,0.229364063591621,3
0.31927611518226,0.242452557514626,0.396099672849894,4,AIPW,gam_1,2,500,0.229364063591621,3
0.201748534117998,0.0928530072092673,0.308470185725296,1,auDRI,xgboost,2,500,0.229364063591621,3
0.231619023776299,0.142026225074968,0.321211822477631,1,AIPW,xgboost,2,500,0.229364063591621,3
