estimate,CI_left,CI_right,misp,estimator,iter
1.37664460185338,1.32525808642692,1.42927593272241,1,auDRI,1
1.37095861700559,1.31604138848863,1.42587584552255,1,AIPW,1
1.40892304785248,1.3167661388585,1.49927525235186,2,auDRI,1
1.43453684988052,1.31809345964698,1.55098024011405,2,AIPW,1
1.37792495063162,1.32351945920637,1.43022903500572,3,auDRI,1
1.37504820756496,1.32036309294481,1.4297333221851,3,AIPW,1
1.56540830926622,1.46038194987101,1.66672261099823,4,auDRI,1
1.67044715511688,1.55642138826174,1.78447292197201,4,AIPW,1
1.34795864649974,1.29117240633361,1.40463118908139,1,auDRI,2
1.34911351770551,1.29481439541051,1.4034126400005,1,AIPW,2
1.42322001033466,1.33154609848937,1.51050259999917,2,auDRI,2
1.46906775711813,1.35661193952611,1.58152357471015,2,AIPW,2
1.35079782150863,1.29943418197747,1.4068954782825,3,auDRI,2
1.35155534132922,1.29728315584296,1.40582752681547,3,AIPW,2
1.57727311006261,1.47572195289258,1.67934353262635,4,auDRI,2
1.65628619513907,1.54439345521091,1.76817893506723,4,AIPW,2
1.37466160214437,1.32389240464414,1.42538792693474,1,auDRI,3
1.37412468235826,1.32115757408789,1.42709179062864,1,AIPW,3
1.42267724698732,1.33328489037908,1.51382812381284,2,auDRI,3
1.46458535346452,1.34964115196316,1.57952955496588,2,AIPW,3
1.37595408680391,1.32021740581366,1.42753907832219,3,auDRI,3
1.37772268648155,1.32472789621761,1.4307174767455,3,AIPW,3
1.5616767017144,1.44846831896987,1.66815724738177,4,auDRI,3
1.63832943277317,1.52425848859736,1.75240037694897,4,AIPW,3
1.38821965664322,1.32974927305785,1.44632440725047,1,auDRI,4
1.3859325388043,1.33158797391943,1.44027710368917,1,AIPW,4
1.4448055449836,1.35745239289599,1.53263573878828,2,auDRI,4
1.44955796193294,1.33370488215221,1.56541104171368,2,AIPW,4
1.38895031837492,1.33668633469737,1.44148759540592,3,auDRI,4
1.38922633859445,1.33506542751968,1.44338724966922,3,AIPW,4
1.64113493384802,1.53797323312417,1.7392773670729,4,auDRI,4
1.67063988466454,1.55669954316829,1.78458022616079,4,AIPW,4
1.34509952341571,1.29443328131144,1.40249133735485,1,auDRI,5
1.34649032007029,1.29216498770155,1.40081565243903,1,AIPW,5
1.38991965643887,1.30564556695823,1.47575983014409,2,auDRI,5
1.43609052563397,1.31860836651227,1.55357268475568,2,AIPW,5
1.34997947912454,1.29588871257218,1.4059003713783,3,auDRI,5
1.3541261200231,1.30000655160111,1.40824568844509,3,AIPW,5
1.65924612457076,1.561783444324,1.75888764323541,4,auDRI,5
1.73938000221806,1.62541613549094,1.85334386894519,4,AIPW,5
1.36829486625789,1.31166225626987,1.42070416398233,1,auDRI,6
1.37023812700918,1.31510917513105,1.4253670788873,1,AIPW,6
1.40810722291019,1.31979462043704,1.49378888805748,2,auDRI,6
1.41786305233231,1.29911588680298,1.53661021786165,2,AIPW,6
1.37063177696407,1.31612213762844,1.42813549615024,3,auDRI,6
1.37708395276402,1.3221618092594,1.43200609626863,3,AIPW,6
1.72155731120826,1.62278721147038,1.8230952275342,4,auDRI,6
1.80487352192044,1.69203824118114,1.91770880265975,4,AIPW,6
1.40073332585039,1.34803975286914,1.45750911766935,1,auDRI,7
1.39849447268846,1.3420685941887,1.45492035118822,1,AIPW,7
1.46667338230224,1.37904497051357,1.55551772499913,2,auDRI,7
1.49005324637153,1.37105116852689,1.60905532421617,2,AIPW,7
1.39944179272843,1.34404622048769,1.46045422486891,3,auDRI,7
1.40463639669612,1.34848357262328,1.46078922076896,3,AIPW,7
1.67266290810517,1.56739859029036,1.78012379304338,4,auDRI,7
1.80105910056627,1.68565198625757,1.91646621487497,4,AIPW,7
1.36363792940258,1.31174044832535,1.41433585800676,1,auDRI,8
1.36686863947987,1.31177300428807,1.42196427467167,1,AIPW,8
1.4362517427663,1.34803910910196,1.52320976642393,2,auDRI,8
1.47061788061382,1.35768670097098,1.58354906025667,2,AIPW,8
1.36739358962849,1.31373019120074,1.42018784578299,3,auDRI,8
1.37066932998933,1.3156474569529,1.42569120302576,3,AIPW,8
1.55647158848346,1.4565431880677,1.65974032761014,4,auDRI,8
1.62729930510098,1.51514994360497,1.739448666597,4,AIPW,8
1.35816448044477,1.30274531707014,1.41381409495634,1,auDRI,9
1.35793870055168,1.30081688379063,1.41506051731274,1,AIPW,9
1.43113906874859,1.34505969387253,1.5213433838662,2,auDRI,9
1.42033652244521,1.30068569243465,1.53998735245577,2,AIPW,9
1.35895522987845,1.30017876217893,1.41385147414851,3,auDRI,9
1.36443836723161,1.30776579983909,1.42111093462414,3,AIPW,9
1.64753194950227,1.55129363524976,1.75100786312072,4,auDRI,9
1.76047034606858,1.64454698505497,1.87639370708218,4,AIPW,9
1.4179506095416,1.3603997594264,1.47312259969514,1,auDRI,10
1.41628892346432,1.36156919305787,1.47100865387077,1,AIPW,10
1.486735872827,1.39424922299214,1.57237689309491,2,auDRI,10
1.53621034786262,1.42249443534675,1.64992626037848,2,AIPW,10
1.41692117132851,1.36105020253373,1.47411287770724,3,auDRI,10
1.4188604936789,1.36409182308017,1.47362916427764,3,AIPW,10
1.65858218124123,1.55603310867155,1.75793457828374,4,auDRI,10
