estimate,CI_left,CI_right,misp,estimator,lrnr,ATE,iter
0.22766855843135,0.115780468990721,0.354639474663156,1,auDRI,gam_0,0.162488689808529,1
0.179388038113347,0.0641471377505057,0.294628938476187,1,AIPW,gam_0,0.162488689808529,1
0.255663637146972,0.144649267643835,0.38474728238761,2,auDRI,gam_0,0.162488689808529,1
0.33615985318178,0.224950276585502,0.447369429778059,2,AIPW,gam_0,0.162488689808529,1
0.466470178126633,0.383290457486845,0.563470254038788,3,auDRI,gam_0,0.162488689808529,1
0.232019305570605,0.152497185862129,0.311541425279081,3,AIPW,gam_0,0.162488689808529,1
0.577647511051317,0.500141230621748,0.653736495476464,4,auDRI,gam_0,0.162488689808529,1
0.577562482882671,0.505611993097085,0.649512972668256,4,AIPW,gam_0,0.162488689808529,1
0.201594621473853,0.0999500078547891,0.321742489490262,1,auDRI,gam_1,0.162488689808529,1
0.173952342033021,0.0887451250033792,0.259159559062662,1,AIPW,gam_1,0.162488689808529,1
0.281715338693111,0.166777910857089,0.416712932299343,2,auDRI,gam_1,0.162488689808529,1
0.356794317651089,0.252309988820756,0.461278646481421,2,AIPW,gam_1,0.162488689808529,1
0.2875153427684,0.192277259751414,0.382216479455927,3,auDRI,gam_1,0.162488689808529,1
0.196075023890689,0.12967405336286,0.262475994418519,3,AIPW,gam_1,0.162488689808529,1
0.577647511051317,0.50021495092976,0.640602133565955,4,auDRI,gam_1,0.162488689808529,1
0.577562482882671,0.505611993097085,0.649512972668256,4,AIPW,gam_1,0.162488689808529,1
0.205167008033445,0.107739949122235,0.313437637764266,1,auDRI,gam_2,0.162488689808529,1
0.177750018195559,0.0914890167359838,0.264011019655135,1,AIPW,gam_2,0.162488689808529,1
0.257216511919148,0.153527627653983,0.386185959668548,2,auDRI,gam_2,0.162488689808529,1
0.361428553444995,0.256720622619645,0.466136484270345,2,AIPW,gam_2,0.162488689808529,1
0.25748582885326,0.16690306091798,0.348466317438288,3,auDRI,gam_2,0.162488689808529,1
0.170363988240711,0.103580871745139,0.237147104736282,3,AIPW,gam_2,0.162488689808529,1
0.577647511051317,0.506693795143676,0.65033802479221,4,auDRI,gam_2,0.162488689808529,1
0.577562482882671,0.505611993097085,0.649512972668256,4,AIPW,gam_2,0.162488689808529,1
0.260104144211043,0.144186068274411,0.384731135468567,1,auDRI,xgboost,0.162488689808529,1
0.249410639907476,0.158194408238649,0.340626871576304,1,AIPW,xgboost,0.162488689808529,1
0.299189033639643,0.179786148086623,0.429310145023026,2,auDRI,xgboost,0.162488689808529,1
0.356039124584469,0.249322457863881,0.462755791305056,2,AIPW,xgboost,0.162488689808529,1
0.312520646848371,0.198509111361336,0.421876957059926,3,auDRI,xgboost,0.162488689808529,1
0.305286645677886,0.240881679332988,0.369691612022784,3,AIPW,xgboost,0.162488689808529,1
0.577647511051317,0.502561623408514,0.649927625094679,4,auDRI,xgboost,0.162488689808529,1
0.577562482882671,0.505611993097085,0.649512972668256,4,AIPW,xgboost,0.162488689808529,1
0.239837817470731,0.151158483000491,0.334458960380319,1,auDRI,gam_0,0.130246682919392,2
0.187020605100801,0.0781808749207923,0.29586033528081,1,AIPW,gam_0,0.130246682919392,2
0.277174594486323,0.178373447434435,0.381048172628899,2,auDRI,gam_0,0.130246682919392,2
0.271494858329634,0.161797990257396,0.381191726401872,2,AIPW,gam_0,0.130246682919392,2
0.363686451178543,0.287610013557427,0.441488276286536,3,auDRI,gam_0,0.130246682919392,2
0.28459171887805,0.204639848657378,0.364543589098722,3,AIPW,gam_0,0.130246682919392,2
0.428,0.344769554592666,0.509042937851058,4,auDRI,gam_0,0.130246682919392,2
0.426499325284672,0.346756063707447,0.506242586861897,4,AIPW,gam_0,0.130246682919392,2
0.208687278031071,0.108268736041152,0.314841279233741,1,auDRI,gam_1,0.130246682919392,2
0.189662845739559,0.10143515552616,0.277890535952959,1,AIPW,gam_1,0.130246682919392,2
0.271024043068043,0.179165340648192,0.362758893305282,2,auDRI,gam_1,0.130246682919392,2
0.275256855473856,0.173398442417122,0.377115268530589,2,AIPW,gam_1,0.130246682919392,2
0.251373685007879,0.160885889187258,0.340630523320725,3,auDRI,gam_1,0.130246682919392,2
0.217221613774362,0.143539440436128,0.290903787112596,3,AIPW,gam_1,0.130246682919392,2
0.428,0.347418089930241,0.506460359703856,4,auDRI,gam_1,0.130246682919392,2
0.426499325284672,0.346756063707447,0.506242586861897,4,AIPW,gam_1,0.130246682919392,2
0.203872272078524,0.105797234310296,0.296882071084197,1,auDRI,gam_2,0.130246682919392,2
0.153047439410931,0.0635706928613269,0.242524185960535,1,AIPW,gam_2,0.130246682919392,2
0.268284001078718,0.176170105093352,0.36306546226715,2,auDRI,gam_2,0.130246682919392,2
0.261652971361764,0.155061576502337,0.368244366221191,2,AIPW,gam_2,0.130246682919392,2
0.24619408322529,0.157013255461882,0.337101577158762,3,auDRI,gam_2,0.130246682919392,2
0.174828841260874,0.101499433625192,0.248158248896556,3,AIPW,gam_2,0.130246682919392,2
0.428,0.352599114518868,0.505740790586941,4,auDRI,gam_2,0.130246682919392,2
0.426499325284672,0.346756063707447,0.506242586861897,4,AIPW,gam_2,0.130246682919392,2
0.25222740264019,0.147538073907901,0.345373598462244,1,auDRI,xgboost,0.130246682919392,2
0.256601441685466,0.16321503260718,0.349987850763751,1,AIPW,xgboost,0.130246682919392,2
0.283402178002051,0.184616976945626,0.389230506614857,2,auDRI,xgboost,0.130246682919392,2
0.288881300806472,0.188168550286708,0.389594051326236,2,AIPW,xgboost,0.130246682919392,2
0.329871056647808,0.238485771076181,0.415281820511728,3,auDRI,xgboost,0.130246682919392,2
0.342749943377491,0.266393306640113,0.419106580114869,3,AIPW,xgboost,0.130246682919392,2
0.428,0.349167279194781,0.506015397724102,4,auDRI,xgboost,0.130246682919392,2
0.426499325284672,0.346756063707447,0.506242586861897,4,AIPW,xgboost,0.130246682919392,2
0.260347666718619,0.153545352257653,0.370883618526659,1,auDRI,gam_0,0.211584393791668,3
0.208330203828576,0.0951499853127646,0.321510422344387,1,AIPW,gam_0,0.211584393791668,3
0.313788872856436,0.213766359366437,0.420903221250437,2,auDRI,gam_0,0.211584393791668,3
0.333266857711991,0.225067078028155,0.441466637395826,2,AIPW,gam_0,0.211584393791668,3
0.414303573692401,0.334657030297447,0.505842008079392,3,auDRI,gam_0,0.211584393791668,3
0.236647417309396,0.157988138525001,0.315306696093791,3,AIPW,gam_0,0.211584393791668,3
0.523489503328213,0.450005697289801,0.59448291513341,4,auDRI,gam_0,0.211584393791668,3
0.524446300123534,0.449541381143807,0.599351219103262,4,AIPW,gam_0,0.211584393791668,3
0.314571735671658,0.210257545645985,0.421095954817846,1,auDRI,gam_1,0.211584393791668,3
0.256554524993946,0.165117288728835,0.347991761259057,1,AIPW,gam_1,0.211584393791668,3
