iter,method,coef,se,CI_left,CI_right
1,Tlearner,1.26498122913076,0.0943649253769669,1.0800293739881,1.44993308427343
1,Rlearner,1.35323693155384,0.107614487142694,1.14231641253941,1.56415745056827
1,intercept,1.41488491034197,0.137823783599871,1.14475029448623,1.68501952619772
1,AIPW,1.32424518386003,0.0672025534397918,1.19252817911804,1.45596218860202
2,Tlearner,1.10174957315645,0.0937772812855018,0.917949479268783,1.28554966704411
2,Rlearner,1.01362734944191,0.110450826889503,0.797147706675818,1.23010699220801
2,intercept,1.10861035437807,0.152612750795834,0.809489362818232,1.4077313459379
2,AIPW,1.14320512631496,0.0735290210167113,0.99908824512221,1.28732200750772
3,Tlearner,1.21791900952356,0.0990860083672145,1.02371400175198,1.41212401729513
3,Rlearner,1.34958022481462,0.120842402882954,1.11273346735875,1.58642698227048
3,intercept,1.35648323217912,0.143547781064767,1.07512958129217,1.63783688306606
3,AIPW,1.23015926613385,0.065054498512419,1.10265244904951,1.35766608321819
4,Tlearner,1.34279664876816,0.0823370927510025,1.18141891238446,1.50417438515185
4,Rlearner,1.38498278735863,0.0860376526860437,1.21635208677962,1.55361348793764
4,intercept,1.48966757084823,0.104667985334237,1.28451831959312,1.69481682210333
4,AIPW,1.39066642865637,0.0606557948055153,1.27178107083756,1.50955178647518
5,Tlearner,1.33132437267972,0.0814015502176539,1.17178026596739,1.49086847939205
5,Rlearner,1.30710724217453,0.0879398763743306,1.13474825167594,1.47946623267312
5,intercept,1.4641011801264,0.123741134446869,1.22156855661054,1.70663380364226
5,AIPW,1.29695017746831,0.0676388438590636,1.16437804350455,1.42952231143208
6,Tlearner,1.45803902027269,0.0894273662048634,1.28276460327888,1.63331343726649
6,Rlearner,1.34919825855427,0.103103189079438,1.14711972126735,1.55127679584119
6,intercept,1.38616903792356,0.123236942381479,1.14462463085586,1.62771344499126
6,AIPW,1.34717945226824,0.062458742218487,1.22476031752001,1.46959858701648
7,Tlearner,1.21070200000221,0.0919675684915426,1.03044887801307,1.39095512199135
7,Rlearner,1.39776869495536,0.0921531574033724,1.2171518253831,1.57838556452762
7,intercept,1.59184114176676,0.134480646353271,1.32825907491435,1.85542320861917
7,AIPW,1.30848766832612,0.0692097963520915,1.17283646747602,1.44413886917622
8,Tlearner,1.38112210788303,0.0872940391537475,1.21002893507666,1.55221528068941
8,Rlearner,1.28299249637319,0.101634010894392,1.08379349541583,1.48219149733055
8,intercept,1.65096244512151,0.140734085983521,1.37512363659381,1.92680125364921
8,AIPW,1.37509916137946,0.0833603532404836,1.21171286902811,1.53848545373081
9,Tlearner,1.31520183434,0.0791700390590945,1.16003140912955,1.47037225955046
9,Rlearner,1.2558538772082,0.0923926736118674,1.07476756449358,1.43694018992283
9,intercept,1.28767766277014,0.112611878311323,1.06695838127994,1.50839694426033
9,AIPW,1.30184527615018,0.0640552457554792,1.17629699446944,1.42739355783092
10,Tlearner,1.24114611150936,0.0944667964778068,1.05599459267798,1.42629763034074
10,Rlearner,1.19229880068924,0.0916426749280864,1.01268245838328,1.3719151429952
10,intercept,1.36046116621565,0.148757001229618,1.0688974438056,1.6520248886257
10,AIPW,1.17356539799782,0.07347876421646,1.02954702013355,1.31758377586208
11,Tlearner,1.30150372776131,0.0812101684553742,1.14233472241035,1.46067273311227
11,Rlearner,1.27452169215024,0.0890365090329061,1.10001334113657,1.44903004316391
11,intercept,1.29024179992359,0.111937411405522,1.07084447356877,1.50963912627842
11,AIPW,1.22791650084989,0.0589428177088923,1.11238857814046,1.34344442355932
12,Tlearner,1.37398995113249,0.0883132065288999,1.2008992469766,1.54708065528838
12,Rlearner,1.32305480160452,0.0868500069967658,1.15283191583381,1.49327768737523
12,intercept,1.49197738882923,0.108428279648277,1.27945796071861,1.70449681693986
12,AIPW,1.32209711225188,0.060916772689088,1.20270023778126,1.44149398672249
13,Tlearner,1.22869608686339,0.0857106129931531,1.06070637230396,1.39668580142282
13,Rlearner,1.14336892509559,0.0847151379227302,0.977330305821692,1.30940754436948
