iter,method,coef,se,CI_left,CI_right
1,Tlearner,1.19469349132791,0.0441644336472401,1.10813279198171,1.28125419067411
1,Rlearner,1.19072385968368,0.0438637452338498,1.1047524987983,1.27669522056907
1,intercept,1.19072385968368,0.0438637452338498,1.10475091902534,1.27669680034203
1,AIPW,1.19046742825502,0.0449052151447361,1.10245320657134,1.2784816499387
2,Tlearner,1.11380112723387,0.0454587718947385,1.02470357153876,1.20289868292898
2,Rlearner,1.10248197961034,0.0436139984909471,1.0170001133463,1.18796384587438
2,intercept,1.10248197961034,0.0436139984909471,1.01699854256808,1.18796541665259
2,AIPW,1.10081753084556,0.0488608669534524,1.0050502316168,1.19658483007433
3,Tlearner,1.17070460183565,0.0448421204636843,1.08281566073643,1.25859354293488
3,Rlearner,1.16396966142656,0.0440412692182167,1.07765035992542,1.2502889629277
3,intercept,1.16396966142656,0.0440412692182167,1.07764877375886,1.25029054909427
3,AIPW,1.16077811023553,0.0462963549162375,1.0700372545997,1.25151896587135
4,Tlearner,1.19121504966565,0.0447462765176104,1.10351395924887,1.27891614008244
4,Rlearner,1.18864315537822,0.0438285675671793,1.10274074145257,1.27454556930387
4,intercept,1.18864315537822,0.0438285675671792,1.10273916294655,1.27454714780989
4,AIPW,1.18874675438922,0.0460356081646141,1.09851696238657,1.27897654639186
5,Tlearner,1.18520328154179,0.0436893945679612,1.09957364168222,1.27083292140135
5,Rlearner,1.20500448007432,0.0440995564114684,1.11857093777365,1.29143802237499
5,intercept,1.20191645781808,0.0445102020252474,1.11467646184859,1.28915645378756
5,AIPW,1.21927417666308,0.0544196076008901,1.11261174576533,1.32593660756082
6,Tlearner,1.11259568757126,0.0449381942730766,1.02451844526577,1.20067292987675
6,Rlearner,1.11470315991424,0.0439576898624829,1.02854767094019,1.20085864888829
6,intercept,1.11622949225079,0.0440464421709742,1.02989846559568,1.2025605189059
6,AIPW,1.11480817408754,0.0458357333002337,1.02497013681908,1.20464621135599
7,Tlearner,1.20060041266648,0.0474164310676892,1.10766591549838,1.29353490983458
7,Rlearner,1.20414364294967,0.0466977648565106,1.11261770567239,1.29566958022695
