estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.301234190084408,0.273633360784751,0.329799013676511,1,auDRI,earth,1,5000,0.273168121665477,1
0.299859503609559,0.271465003257273,0.328254003961844,1,AIPW,earth,1,5000,0.273168121665477,1
0.301656589845249,0.273319589652584,0.329635684331393,2,auDRI,earth,1,5000,0.273168121665477,1
0.296046199700946,0.265284315664526,0.326808083737367,2,AIPW,earth,1,5000,0.273168121665477,1
0.304218280656682,0.277612946490794,0.331889392853767,3,auDRI,earth,1,5000,0.273168121665477,1
0.300711766414077,0.275948686461032,0.325474846367122,3,AIPW,earth,1,5000,0.273168121665477,1
0.374919651255826,0.348523403505596,0.399765378729343,4,auDRI,earth,1,5000,0.273168121665477,1
0.375186815378968,0.3497043446078,0.400669286150135,4,AIPW,earth,1,5000,0.273168121665477,1
0.299010464840962,0.271422626170928,0.326783881748576,1,auDRI,gam_1,1,5000,0.273168121665477,1
0.298502712001049,0.270774735265751,0.326230688736346,1,AIPW,gam_1,1,5000,0.273168121665477,1
0.298821977734411,0.270901428584013,0.327832367174063,2,auDRI,gam_1,1,5000,0.273168121665477,1
0.301365108981815,0.271447563088398,0.331282654875233,2,AIPW,gam_1,1,5000,0.273168121665477,1
0.299554841906047,0.272071387358311,0.32774736522321,3,auDRI,gam_1,1,5000,0.273168121665477,1
0.304479780305869,0.279765295923957,0.329194264687781,3,AIPW,gam_1,1,5000,0.273168121665477,1
0.374919651255826,0.349987561813346,0.400009046956841,4,auDRI,gam_1,1,5000,0.273168121665477,1
0.375186815378968,0.3497043446078,0.400669286150135,4,AIPW,gam_1,1,5000,0.273168121665477,1
0.298690157207084,0.271485508557428,0.327158614608087,1,auDRI,xgboost,1,5000,0.273168121665477,1
0.299590832136765,0.272024364629991,0.32715729964354,1,AIPW,xgboost,1,5000,0.273168121665477,1
0.297407316424988,0.269549377007073,0.326234384682331,2,auDRI,xgboost,1,5000,0.273168121665477,1
0.304614990035706,0.275001239985444,0.334228740085968,2,AIPW,xgboost,1,5000,0.273168121665477,1
0.306823873189303,0.281044572575974,0.333616261652436,3,auDRI,xgboost,1,5000,0.273168121665477,1
0.30666504885427,0.281878576374539,0.331451521334001,3,AIPW,xgboost,1,5000,0.273168121665477,1
0.374919651255826,0.350045581028908,0.400586382325147,4,auDRI,xgboost,1,5000,0.273168121665477,1
0.375186815378968,0.3497043446078,0.400669286150135,4,AIPW,xgboost,1,5000,0.273168121665477,1
0.282677262604828,0.25465480361873,0.311350374172694,1,auDRI,earth,1,5000,0.272987428389019,2
0.279479881961262,0.250616014278162,0.308343749644361,1,AIPW,earth,1,5000,0.272987428389019,2
0.282734023662795,0.253909431852081,0.310895189283969,2,auDRI,earth,1,5000,0.272987428389019,2
0.278292776602489,0.247057931361279,0.3095276218437,2,AIPW,earth,1,5000,0.272987428389019,2
0.286832467404826,0.25953373228647,0.313518808592427,3,auDRI,earth,1,5000,0.272987428389019,2
0.282114182551336,0.257156498043575,0.307071867059097,3,AIPW,earth,1,5000,0.272987428389019,2
0.361696756962206,0.334861699936601,0.387206272807234,4,auDRI,earth,1,5000,0.272987428389019,2
0.361466579386611,0.335909421426655,0.387023737346567,4,AIPW,earth,1,5000,0.272987428389019,2
0.283962036694178,0.255722777986855,0.311551093585142,1,auDRI,gam_1,1,5000,0.272987428389019,2
0.283202214664916,0.255297230737847,0.311107198591984,1,AIPW,gam_1,1,5000,0.272987428389019,2
0.285407561264485,0.256889536886734,0.314266364376963,2,auDRI,gam_1,1,5000,0.272987428389019,2
0.290551866166587,0.260560842113162,0.320542890220013,2,AIPW,gam_1,1,5000,0.272987428389019,2
0.284834337046648,0.257387410977412,0.311520041505753,3,auDRI,gam_1,1,5000,0.272987428389019,2
0.286473276497107,0.261583390646512,0.311363162347701,3,AIPW,gam_1,1,5000,0.272987428389019,2
0.361696756962206,0.335004988326616,0.386925326956883,4,auDRI,gam_1,1,5000,0.272987428389019,2
0.361466579386611,0.335909421426655,0.387023737346567,4,AIPW,gam_1,1,5000,0.272987428389019,2
0.283066503515255,0.253768941727457,0.311338728507557,1,auDRI,xgboost,1,5000,0.272987428389019,2
0.28125498100855,0.253487223859118,0.309022738157982,1,AIPW,xgboost,1,5000,0.272987428389019,2
0.286393858087388,0.258848460072069,0.314763705068262,2,auDRI,xgboost,1,5000,0.272987428389019,2
0.292279506025234,0.262563098529827,0.321995913520641,2,AIPW,xgboost,1,5000,0.272987428389019,2
0.287818164189901,0.260937943057207,0.315531108078233,3,auDRI,xgboost,1,5000,0.272987428389019,2
0.288288410490384,0.263355552120198,0.31322126886057,3,AIPW,xgboost,1,5000,0.272987428389019,2
0.361696756962206,0.335977090335418,0.387040386803561,4,auDRI,xgboost,1,5000,0.272987428389019,2
0.361466579386611,0.335909421426655,0.387023737346567,4,AIPW,xgboost,1,5000,0.272987428389019,2
0.298144616468707,0.270816605642405,0.325655879028011,1,auDRI,earth,1,5000,0.273276252936552,3
0.296276918060708,0.267665681933763,0.324888154187654,1,AIPW,earth,1,5000,0.273276252936552,3
0.30288428773016,0.274107187041577,0.332434110064217,2,auDRI,earth,1,5000,0.273276252936552,3
0.298951630647806,0.268219034715772,0.32968422657984,2,AIPW,earth,1,5000,0.273276252936552,3
0.296724801766711,0.269837679693475,0.323231323719931,3,auDRI,earth,1,5000,0.273276252936552,3
0.29338074099847,0.268355413223406,0.318406068773533,3,AIPW,earth,1,5000,0.273276252936552,3
0.367832598099672,0.342709117586376,0.393690630216915,4,auDRI,earth,1,5000,0.273276252936552,3
0.367911987805942,0.342305943619724,0.393518031992159,4,AIPW,earth,1,5000,0.273276252936552,3
