estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.291088162471253,0.256654226535758,0.322851688612059,1,auDRI,earth,1,3500,0.27297907492844,1
0.291920155394929,0.257938019469354,0.325902291320503,1,AIPW,earth,1,3500,0.27297907492844,1
0.297161370302249,0.262290432566129,0.330385643686702,2,auDRI,earth,1,3500,0.27297907492844,1
0.291814824108138,0.255686403886619,0.327943244329656,2,AIPW,earth,1,3500,0.27297907492844,1
0.292074785310017,0.261157330257748,0.323543547352346,3,auDRI,earth,1,3500,0.27297907492844,1
0.290569669519179,0.26045663723533,0.320682701803029,3,AIPW,earth,1,3500,0.27297907492844,1
0.351416871416871,0.321303953524105,0.381542156755926,4,auDRI,earth,1,3500,0.27297907492844,1
0.351656233395231,0.320957243095825,0.382355223694637,4,AIPW,earth,1,3500,0.27297907492844,1
0.287967538090888,0.254944539645708,0.320396282761303,1,auDRI,gam_1,1,3500,0.27297907492844,1
0.288782858598992,0.255878616499131,0.321687100698854,1,AIPW,gam_1,1,3500,0.27297907492844,1
0.291510266783053,0.257555994519005,0.325285125981396,2,auDRI,gam_1,1,3500,0.27297907492844,1
0.292904592304841,0.257894243170008,0.327914941439674,2,AIPW,gam_1,1,3500,0.27297907492844,1
0.285526747398512,0.252731107121765,0.31738559523119,3,auDRI,gam_1,1,3500,0.27297907492844,1
0.292545498297987,0.262547326460384,0.322543670135591,3,AIPW,gam_1,1,3500,0.27297907492844,1
0.351416871416871,0.320516876704192,0.38145922797344,4,auDRI,gam_1,1,3500,0.27297907492844,1
0.351656233395231,0.320957243095825,0.382355223694637,4,AIPW,gam_1,1,3500,0.27297907492844,1
0.291743112634162,0.258744796376445,0.324305721005088,1,auDRI,xgboost,1,3500,0.27297907492844,1
0.290541228876614,0.257363358161796,0.323719099591433,1,AIPW,xgboost,1,3500,0.27297907492844,1
0.293739448398267,0.260344760158376,0.327522733005037,2,auDRI,xgboost,1,3500,0.27297907492844,1
0.293505238206131,0.25815010470087,0.328860371711392,2,AIPW,xgboost,1,3500,0.27297907492844,1
0.288904256985915,0.257632119941945,0.319732082202948,3,auDRI,xgboost,1,3500,0.27297907492844,1
0.294053848160225,0.263985310705851,0.324122385614599,3,AIPW,xgboost,1,3500,0.27297907492844,1
0.351416871416871,0.320054436986722,0.381220721875345,4,auDRI,xgboost,1,3500,0.27297907492844,1
0.351656233395231,0.320957243095825,0.382355223694637,4,AIPW,xgboost,1,3500,0.27297907492844,1
0.27081539584573,0.236095647375379,0.303872115219938,1,auDRI,earth,1,3500,0.273085960506323,2
0.26999630209255,0.235696366747798,0.304296237437302,1,AIPW,earth,1,3500,0.273085960506323,2
0.27406132918884,0.24179278655847,0.30791350988484,2,auDRI,earth,1,3500,0.273085960506323,2
