estimate,CI_left,CI_right,misp,estimator,lrnr,ATE,iter
0.102957303386916,0.0745299368609608,0.132230511953754,1,auDRI,gam_0,0.0924068555536119,1
0.106217657927377,0.0759521093449842,0.136483206509769,1,AIPW,gam_0,0.0924068555536119,1
0.131521554709863,0.099424550948072,0.17846225603639,2,auDRI,gam_0,0.0924068555536119,1
0.166253463989297,0.110476120064973,0.222030807913621,2,AIPW,gam_0,0.0924068555536119,1
0.127897684104317,0.102525473869962,0.155746791617916,3,auDRI,gam_0,0.0924068555536119,1
0.114678856205757,0.0948440112833812,0.134513701128133,3,AIPW,gam_0,0.0924068555536119,1
0.548068411866471,0.524639273500006,0.572063697551799,4,auDRI,gam_0,0.0924068555536119,1
0.548077173468785,0.524913526316346,0.571240820621225,4,AIPW,gam_0,0.0924068555536119,1
0.107463306281198,0.0794272108483547,0.135945217116215,1,auDRI,gam_1,0.0924068555536119,1
0.111257483617188,0.0835415303004669,0.13897343693391,1,AIPW,gam_1,0.0924068555536119,1
0.126839710292618,0.0933657095951542,0.17265678903824,2,auDRI,gam_1,0.0924068555536119,1
0.202972345129979,0.151866368573923,0.254078321686034,2,AIPW,gam_1,0.0924068555536119,1
0.121062824961,0.0940613524677514,0.148892171484104,3,auDRI,gam_1,0.0924068555536119,1
0.128106522843242,0.108381303162705,0.147831742523779,3,AIPW,gam_1,0.0924068555536119,1
0.548068411866471,0.526366315421377,0.571437771782403,4,auDRI,gam_1,0.0924068555536119,1
0.548077173468785,0.524913526316346,0.571240820621225,4,AIPW,gam_1,0.0924068555536119,1
0.104697500895148,0.0787226086887116,0.130241281483661,1,auDRI,gam_2,0.0924068555536119,1
0.108394417361954,0.0805090480118263,0.136279786712081,1,AIPW,gam_2,0.0924068555536119,1
0.124542371909448,0.0908988129357732,0.16762095613733,2,auDRI,gam_2,0.0924068555536119,1
0.186196268687407,0.132899040067841,0.239493497306973,2,AIPW,gam_2,0.0924068555536119,1
0.111277722383106,0.0862134134741252,0.136156534406058,3,auDRI,gam_2,0.0924068555536119,1
0.11928520694025,0.0996250299082809,0.138945383972219,3,AIPW,gam_2,0.0924068555536119,1
0.548068411866471,0.524672695858061,0.570806763734174,4,auDRI,gam_2,0.0924068555536119,1
0.548077173468785,0.524913526316346,0.571240820621225,4,AIPW,gam_2,0.0924068555536119,1
0.122887364674751,0.0909918732713555,0.158881247585761,1,auDRI,xgboost,0.0924068555536119,1
0.142067633024041,0.111403522409948,0.172731743638135,1,AIPW,xgboost,0.0924068555536119,1
0.162608702301137,0.128166180652516,0.202312885745798,2,auDRI,xgboost,0.0924068555536119,1
0.218430962703283,0.169968919953703,0.266893005452864,2,AIPW,xgboost,0.0924068555536119,1
0.169299260432587,0.140318350581715,0.197773559744926,3,auDRI,xgboost,0.0924068555536119,1
0.206543017244043,0.1866320551599,0.226453979328186,3,AIPW,xgboost,0.0924068555536119,1
0.548068411866471,0.526123850628547,0.570635632904619,4,auDRI,xgboost,0.0924068555536119,1
0.548077173468785,0.524913526316346,0.571240820621225,4,AIPW,xgboost,0.0924068555536119,1
0.168738067049023,0.137100064240258,0.198913053007408,1,auDRI,gam_0,0.17351838161967,2
0.163379891167202,0.132706800094503,0.194052982239901,1,AIPW,gam_0,0.17351838161967,2
0.198048612022169,0.167827454831869,0.230386778131857,2,auDRI,gam_0,0.17351838161967,2
0.189114687918853,0.1388950102302,0.239334365607506,2,AIPW,gam_0,0.17351838161967,2
0.195870792697617,0.166683889561937,0.223670113565032,3,auDRI,gam_0,0.17351838161967,2
0.174399807734463,0.153633566485334,0.195166048983591,3,AIPW,gam_0,0.17351838161967,2
0.519026298959028,0.494139167748652,0.543803259375856,4,auDRI,gam_0,0.17351838161967,2
0.519067593393709,0.495370345793865,0.542764840993552,4,AIPW,gam_0,0.17351838161967,2
0.169263931530334,0.1400179309887,0.197283381543199,1,auDRI,gam_1,0.17351838161967,2
0.16914570828359,0.140848118821883,0.197443297745296,1,AIPW,gam_1,0.17351838161967,2
0.191345241221748,0.159939079432445,0.222305279840768,2,auDRI,gam_1,0.17351838161967,2
0.217134518093081,0.171038422424019,0.263230613762144,2,AIPW,gam_1,0.17351838161967,2
0.179283412845797,0.152819221709827,0.206718053214779,3,auDRI,gam_1,0.17351838161967,2
0.189826884784369,0.169190832904825,0.210462936663912,3,AIPW,gam_1,0.17351838161967,2
