estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.256574146340028,0.217011061799265,0.293668319516614,1,auDRI,earth,2,4000,0.272931557188732,1
0.253784321703997,0.212143908290115,0.295424735117878,1,AIPW,earth,2,4000,0.272931557188732,1
0.271066378126973,0.231567439722069,0.311525048345879,2,auDRI,earth,2,4000,0.272931557188732,1
0.257915626787442,0.209845727180894,0.30598552639399,2,AIPW,earth,2,4000,0.272931557188732,1
0.277026708215281,0.245127718922087,0.308892246776,3,auDRI,earth,2,4000,0.272931557188732,1
0.273173212803513,0.245280504480119,0.301065921126908,3,AIPW,earth,2,4000,0.272931557188732,1
0.387433785025334,0.359404935589331,0.414739848827312,4,auDRI,earth,2,4000,0.272931557188732,1
0.387501697350795,0.359443228387536,0.415560166314054,4,AIPW,earth,2,4000,0.272931557188732,1
0.261234894765937,0.224830821616372,0.29955299466805,1,auDRI,gam_1,2,4000,0.272931557188732,1
0.263954891154778,0.22679200388378,0.301117778425777,1,AIPW,gam_1,2,4000,0.272931557188732,1
0.271603616731531,0.232344053576991,0.310580423545625,2,auDRI,gam_1,2,4000,0.272931557188732,1
0.273472083027232,0.229575984929164,0.3173681811253,2,AIPW,gam_1,2,4000,0.272931557188732,1
0.256915335813802,0.22351466722834,0.289677988982597,3,auDRI,gam_1,2,4000,0.272931557188732,1
0.271630325418277,0.243985085233691,0.299275565602863,3,AIPW,gam_1,2,4000,0.272931557188732,1
0.387433785025334,0.35806364390984,0.415509686627886,4,auDRI,gam_1,2,4000,0.272931557188732,1
0.387501697350795,0.359443228387536,0.415560166314054,4,AIPW,gam_1,2,4000,0.272931557188732,1
0.26088536370111,0.222936673820709,0.297683447274169,1,auDRI,xgboost,2,4000,0.272931557188732,1
0.271328982894285,0.236623956797033,0.306034008991538,1,AIPW,xgboost,2,4000,0.272931557188732,1
0.279472918923975,0.241142583622998,0.318379960902818,2,auDRI,xgboost,2,4000,0.272931557188732,1
0.296454365108272,0.257666420619744,0.335242309596801,2,AIPW,xgboost,2,4000,0.272931557188732,1
0.26884821485626,0.236710153384359,0.301938171047844,3,auDRI,xgboost,2,4000,0.272931557188732,1
0.283551091292236,0.255847024069412,0.311255158515061,3,AIPW,xgboost,2,4000,0.272931557188732,1
0.387433785025334,0.359424812536764,0.414944063185499,4,auDRI,xgboost,2,4000,0.272931557188732,1
0.387501697350795,0.359443228387536,0.415560166314054,4,AIPW,xgboost,2,4000,0.272931557188732,1
