estimate,CI_left,CI_right,misp,estimator,lrnr,pos_const,n,ATE,iter
0.371620014092103,0.300162939265252,0.440125142995933,1,auDRI,earth,2,1000,0.279468096254945,1
0.349928028720158,0.282285731692775,0.417570325747541,1,AIPW,earth,2,1000,0.279468096254945,1
0.399793544343897,0.322125400819041,0.472412778104478,2,auDRI,earth,2,1000,0.279468096254945,1
0.392809116349921,0.323594940963621,0.462023291736221,2,AIPW,earth,2,1000,0.279468096254945,1
0.342234265471211,0.287244577971145,0.401467714989697,3,auDRI,earth,2,1000,0.279468096254945,1
0.336958150208973,0.280419892952501,0.393496407465445,3,AIPW,earth,2,1000,0.279468096254945,1
0.3890608875129,0.333743888930204,0.445742472804763,4,auDRI,earth,2,1000,0.279468096254945,1
0.390181570489292,0.333093208133671,0.447269932844913,4,AIPW,earth,2,1000,0.279468096254945,1
0.346524923501398,0.274364594076572,0.414451222896746,1,auDRI,gam_1,2,1000,0.279468096254945,1
0.349279337155307,0.285437877392517,0.413120796918098,1,AIPW,gam_1,2,1000,0.279468096254945,1
0.366236793399651,0.287471156561956,0.441521223256484,2,auDRI,gam_1,2,1000,0.279468096254945,1
0.383524804012981,0.316192363495883,0.45085724453008,2,AIPW,gam_1,2,1000,0.279468096254945,1
0.329684181924369,0.272072605693483,0.387222007247494,3,auDRI,gam_1,2,1000,0.279468096254945,1
0.338398971307271,0.282545896840629,0.394252045773912,3,AIPW,gam_1,2,1000,0.279468096254945,1
0.3890608875129,0.33019510337573,0.443170874415272,4,auDRI,gam_1,2,1000,0.279468096254945,1
0.390181570489292,0.333093208133671,0.447269932844913,4,AIPW,gam_1,2,1000,0.279468096254945,1
0.365684627299585,0.290981650302464,0.438859348937029,1,auDRI,xgboost,2,1000,0.279468096254945,1
0.369348666657736,0.307190434191951,0.43150689912352,1,AIPW,xgboost,2,1000,0.279468096254945,1
0.382209663263349,0.30430545704036,0.459004279208234,2,auDRI,xgboost,2,1000,0.279468096254945,1
0.393630171587451,0.329714608165573,0.457545735009328,2,AIPW,xgboost,2,1000,0.279468096254945,1
0.369747462105196,0.312840586407342,0.425737471831513,3,auDRI,xgboost,2,1000,0.279468096254945,1
0.372528726881046,0.316648968789421,0.42840848497267,3,AIPW,xgboost,2,1000,0.279468096254945,1
0.3890608875129,0.332171284031277,0.444859489032756,4,auDRI,xgboost,2,1000,0.279468096254945,1
0.390181570489292,0.333093208133671,0.447269932844913,4,AIPW,xgboost,2,1000,0.279468096254945,1
0.261350745075366,0.190176954531961,0.333648749253943,1,auDRI,earth,2,1000,0.279408732436923,2
0.253374139232142,0.18310003984162,0.323648238622665,1,AIPW,earth,2,1000,0.279408732436923,2
0.281257994287938,0.208656065141582,0.356353075773773,2,auDRI,earth,2,1000,0.279408732436923,2
