estimate,CI_left,CI_right,misp,estimator,iter
1.36830913677855,1.23205747599877,1.51165873950264,1,auDRI,1
1.36037715977521,1.22276613189172,1.49798818765871,1,AIPW,1
1.57350554091313,1.33440601699454,1.80908934320801,2,auDRI,1
1.70398686661691,1.41089556175763,1.99707817147618,2,AIPW,1
1.36835560676574,1.22146340725687,1.50352977064709,3,auDRI,1
1.35763607599525,1.21963774508744,1.49563440690305,3,AIPW,1
1.62539567567458,1.35827588907595,1.90959273238545,4,auDRI,1
1.7096673055813,1.410914523627,2.00842008753561,4,AIPW,1
1.38777404321924,1.25311896549797,1.51617464266801,1,auDRI,2
1.39554386691101,1.26123911678418,1.52984861703784,1,AIPW,2
1.58035342061942,1.33312733529836,1.84502488079803,2,auDRI,2
1.64556873403617,1.37707080504913,1.91406666302321,2,AIPW,2
1.37467489318908,1.24542186205055,1.51215451451949,3,auDRI,2
1.39532924172659,1.25887169846959,1.53178678498358,3,AIPW,2
1.59519196967223,1.33895887011465,1.86730826064385,4,auDRI,2
1.65485263035299,1.37950060534243,1.93020465536355,4,AIPW,2
1.46872538331188,1.33206142904365,1.60349849218763,1,auDRI,3
1.48150044116229,1.35097782525945,1.61202305706514,1,AIPW,3
1.51729272851592,1.27311356549541,1.77871177738726,2,auDRI,3
1.60283431645428,1.3354374204234,1.87023121248516,2,AIPW,3
1.47676520517607,1.34110826258972,1.61240640874578,3,auDRI,3
1.48160853293678,1.35105594485938,1.61216112101417,3,AIPW,3
1.55485448045942,1.31736130007414,1.80766176549143,4,auDRI,3
1.60417552516828,1.33695257487062,1.87139847546594,4,AIPW,3
1.36744645855589,1.22801212524102,1.51181675649719,1,auDRI,4
1.34106283283221,1.19678010490785,1.48534556075657,1,AIPW,4
1.48777794329009,1.24840174487865,1.72616103434407,2,auDRI,4
1.47545216933135,1.20941124531206,1.74149309335064,2,AIPW,4
1.37315997509175,1.22438053091671,1.51769312109755,3,auDRI,4
1.34104077403248,1.19675617760623,1.48532537045873,3,AIPW,4
1.50708072937514,1.24053776877162,1.75559541619417,4,auDRI,4
1.48060431798452,1.21504432458337,1.74616431138568,4,AIPW,4
1.46679974317049,1.32148831266418,1.61146690702297,1,auDRI,5
1.46036842029931,1.31462203496745,1.60611480563118,1,AIPW,5
1.62794433940123,1.36405176677109,1.88277785131906,2,auDRI,5
1.75692348704167,1.49079718260863,2.02304979147471,2,AIPW,5
1.47600319104527,1.32254183476665,1.61470006523972,3,auDRI,5
1.46111501769583,1.31544339726438,1.60678663812728,3,AIPW,5
1.67228536119563,1.42699205135888,1.90931531961826,4,auDRI,5
1.77066626311354,1.50420908268284,2.03712344354423,4,AIPW,5
1.36440399991221,1.21748713062531,1.50134505240414,1,auDRI,6
1.38402654316878,1.24407696676249,1.52397611957508,1,AIPW,6
1.51430445886741,1.28136435852541,1.76326682598797,2,auDRI,6
1.63079509828119,1.35812930426434,1.90346089229804,2,AIPW,6
1.37611669391442,1.23695345886657,1.5196171552238,3,auDRI,6
1.38881929223905,1.24874282473933,1.52889575973877,3,AIPW,6
1.57057207812185,1.32929243016625,1.81575194294159,4,auDRI,6
1.71272885742752,1.44139769878598,1.98406001606906,4,AIPW,6
1.49059551491447,1.3490468092863,1.62079011750601,1,auDRI,7
1.49052815412456,1.34326316520245,1.63779314304668,1,AIPW,7
1.65096007536712,1.40263427480102,1.91275584030252,2,auDRI,7
1.66224819196234,1.36284670913758,1.96164967478709,2,AIPW,7
1.50059167347272,1.35300016542639,1.63418091670705,3,auDRI,7
1.49697474307288,1.35173854532159,1.64221094082416,3,AIPW,7
1.69678091830085,1.42862967336347,1.95298464873689,4,auDRI,7
1.77412078245532,1.4849881197507,2.06325344515993,4,AIPW,7
1.49823884308,1.34576248256869,1.64198477046136,1,auDRI,8
1.48186097101149,1.33496115239911,1.62876078962387,1,AIPW,8
1.5472169926964,1.28628467656937,1.79831859263932,2,auDRI,8
1.63415236781836,1.36090272586634,1.90740200977037,2,AIPW,8
1.51594805344704,1.37385067733281,1.66956563628343,3,auDRI,8
1.48932142029373,1.34530833870876,1.6333345018787,3,AIPW,8
1.62093652257022,1.38180985891558,1.87499071716002,4,auDRI,8
1.73640343085854,1.46550239378763,2.00730446792946,4,AIPW,8
1.4000229719834,1.26604381688745,1.5433005213591,1,auDRI,9
1.36905195900645,1.22978461097761,1.50831930703529,1,AIPW,9
1.56818478134657,1.32654983245492,1.80313352492925,2,auDRI,9
1.60435699000966,1.33179173668107,1.87692224333825,2,AIPW,9
1.41338354779091,1.27847926646521,1.56622214139175,3,auDRI,9
1.37531975816307,1.23629644635131,1.51434306997483,3,AIPW,9
1.66840885764179,1.38670233711724,1.92484339860545,4,auDRI,9
1.67454550217329,1.40711433167661,1.94197667266997,4,AIPW,9
1.45173153056248,1.30546476920785,1.59564400123924,1,auDRI,10
1.44695151857864,1.30160166305284,1.59230137410445,1,AIPW,10
1.76464017425903,1.53460018714807,2.00076257075595,2,auDRI,10
1.86690026166891,1.5820943505981,2.15170617273971,2,AIPW,10
1.44237650371087,1.30139146180418,1.5892405611694,3,auDRI,10
1.44695152027527,1.30160166514413,1.59230137540642,3,AIPW,10
1.81693966054192,1.55592334595483,2.06667222081478,4,auDRI,10
1.86690033223713,1.58209442197742,2.15170624249684,4,AIPW,10
1.24716011043822,1.11614468615835,1.37829992500244,1,auDRI,11
1.24714049433476,1.11322332040446,1.38105766826506,1,AIPW,11
1.3769057281609,1.10927708227247,1.64677238645954,2,auDRI,11
1.4016093024721,1.12783266227068,1.67538594267352,2,AIPW,11
1.24328478742252,1.09896007441414,1.38460322232416,3,auDRI,11
1.24761780792681,1.11338091046619,1.38185470538743,3,AIPW,11
1.39941928333949,1.15072506626612,1.66658973837077,4,auDRI,11
1.41965930024918,1.14583581962821,1.69348278087016,4,AIPW,11
