estimate,CI_left,CI_right,misp,estimator,iter
1.39012931264918,1.32475482899579,1.46062910256438,1,auDRI,1
1.38411687477749,1.31571257934251,1.45252117021247,1,AIPW,1
1.48064447373967,1.36467367066761,1.59218935181203,2,auDRI,1
1.54226670869839,1.4009005799209,1.68363283747588,2,AIPW,1
1.39170596304172,1.32568805494454,1.45697977191034,3,auDRI,1
1.38946397365262,1.32094634492495,1.45798160238029,3,AIPW,1
1.62931574949651,1.50306768473345,1.7638505278257,4,auDRI,1
1.67991881692832,1.53832446136453,1.82151317249212,4,AIPW,1
1.3893883493935,1.32242872338226,1.46008724047783,1,auDRI,2
1.38516028283826,1.31557706568507,1.45474349999144,1,AIPW,2
1.47371280373094,1.35497888038974,1.59892348481772,2,auDRI,2
1.45621706671031,1.31196767237652,1.60046646104409,2,AIPW,2
1.38831149541523,1.32051017132,1.45891753317532,3,auDRI,2
1.38924907982799,1.32024616234365,1.45825199731233,3,AIPW,2
1.62821123210998,1.49693104130499,1.76140073154452,4,auDRI,2
1.71069039360448,1.57014887869399,1.85123190851498,4,AIPW,2
1.30300120913241,1.23812369384913,1.37185941565843,1,auDRI,3
1.30557043898303,1.23834523052581,1.37279564744024,1,AIPW,3
1.42932351150535,1.31918109241758,1.55141399756678,2,auDRI,3
1.51004037372859,1.37429594756409,1.64578479989309,2,AIPW,3
1.30855945657048,1.23893106008788,1.37928921452846,3,auDRI,3
1.30568613926077,1.2382251466384,1.37314713188314,3,AIPW,3
1.48467471467149,1.36025779369438,1.60209978610249,4,auDRI,3
1.55781453803145,1.42027807895511,1.6953509971078,4,AIPW,3
1.39874698219919,1.33242453600274,1.4704737569808,1,auDRI,4
1.40382724562766,1.33555839907739,1.47209609217793,1,AIPW,4
1.47382744233559,1.37394490666136,1.57705178608112,2,auDRI,4
1.45545557202017,1.30999045894328,1.60092068509705,2,AIPW,4
1.40373474218893,1.3345823389752,1.4691038827841,3,auDRI,4
1.41135432613414,1.34381764898544,1.47889100328284,3,AIPW,4
1.73855840751529,1.61697624941596,1.86140371478627,4,auDRI,4
1.79611485958048,1.65869692338157,1.9335327957794,4,AIPW,4
1.36583542949511,1.29886301340334,1.43100595231384,1,auDRI,5
1.36763623889763,1.3006558352424,1.43461664255287,1,AIPW,5
1.45745768655479,1.35287452320133,1.55935325519496,2,auDRI,5
1.53020182828835,1.38975694061729,1.67064671595941,2,AIPW,5
1.36779300444216,1.29908361929199,1.43748907636174,3,auDRI,5
1.37108884949642,1.30415267384783,1.438025025145,3,AIPW,5
1.63588325991089,1.52035255637624,1.75953505230417,4,auDRI,5
1.7112604918196,1.57247880016368,1.85004218347552,4,AIPW,5
1.29004558592584,1.22176059644596,1.35962307656219,1,auDRI,6
1.28846701899411,1.22179315020391,1.35514088778431,1,AIPW,6
1.33998138128662,1.23114011650105,1.44589404638757,2,auDRI,6
1.37366714428225,1.2342450627649,1.51308922579961,2,AIPW,6
1.29422351084368,1.22798315406338,1.35779912952478,3,auDRI,6
1.29240630431814,1.22596964809502,1.35884296054125,3,AIPW,6
1.48299276781973,1.35772587593101,1.60420479804374,4,auDRI,6
1.5700763857427,1.43278680043111,1.70736597105428,4,AIPW,6
1.36942073982981,1.30178111640953,1.43519134274326,1,auDRI,7
1.36905632743397,1.30164298883159,1.43646966603635,1,AIPW,7
1.40994439896553,1.29600094563374,1.51907428207479,2,auDRI,7
1.45128768889931,1.30663814545176,1.59593723234686,2,AIPW,7
1.37092859460045,1.30149627887716,1.43946690307059,3,auDRI,7
1.3725478913899,1.30556383901143,1.43953194376837,3,AIPW,7
1.55618113002014,1.42337919718183,1.67715140476952,4,auDRI,7
1.67417412701301,1.53122981795349,1.81711843607254,4,AIPW,7
1.35634877416989,1.28972530427412,1.42572131564089,1,auDRI,8
1.34776372231662,1.27991516619822,1.41561227843502,1,AIPW,8
1.41948039757449,1.31230341245855,1.52235135444868,2,auDRI,8
1.44778050182464,1.30227852245298,1.59328248119629,2,AIPW,8
1.36179808885741,1.29721935708033,1.43108864205732,3,auDRI,8
1.35739284854463,1.29039032693698,1.42439537015228,3,AIPW,8
1.71011692247983,1.57355465834052,1.83611790833922,4,auDRI,8
1.75145911261576,1.61229593407068,1.89062229116083,4,AIPW,8
1.44352350924577,1.37623133547269,1.50852384547134,1,auDRI,9
1.44315388972017,1.37581609181285,1.5104916876275,1,AIPW,9
1.55294452784654,1.43873057577593,1.66296727344866,2,auDRI,9
1.53312460633679,1.39304217145429,1.67320704121929,2,AIPW,9
1.44625941087821,1.3768586150152,1.51318656703817,3,auDRI,9
1.44939677475912,1.38273985400473,1.5160536955135,3,AIPW,9
1.7241373753646,1.6001893101067,1.8527559410086,4,auDRI,9
1.79180655651204,1.65668175381475,1.92693135920932,4,AIPW,9
1.39120664557341,1.3231423766103,1.46038100344199,1,auDRI,10
1.38676254752507,1.32045749786708,1.45306759718306,1,AIPW,10
1.43113164866123,1.33063777583794,1.52486306235817,2,auDRI,10
1.482261247215,1.34103110868921,1.6234913857408,2,AIPW,10
1.39564803509078,1.33141464349863,1.46369127933224,3,auDRI,10
1.39327935585034,1.32722335743685,1.45933535426383,3,AIPW,10
1.72375479501094,1.59903076589939,1.842269815457,4,auDRI,10
1.8251341396759,1.68976992359457,1.96049835575724,4,AIPW,10
1.34751697949401,1.2799348777938,1.41517407619085,1,auDRI,11
1.34979471551973,1.28285580034502,1.41673363069444,1,AIPW,11
1.43133971826385,1.3105057161357,1.5362384533302,2,auDRI,11
1.46634168239803,1.32790640474034,1.60477696005573,2,AIPW,11
1.35164924163203,1.28435879738315,1.42152557787944,3,auDRI,11
1.35280507999672,1.28594840664413,1.41966175334931,3,AIPW,11
1.60809873115262,1.48504389128622,1.72462620800619,4,auDRI,11
1.64481290337155,1.50806950471853,1.78155630202458,4,AIPW,11
1.32143043103262,1.25680792594572,1.38523395539167,1,auDRI,12
1.31684215448749,1.25007226013868,1.3836120488363,1,AIPW,12
1.41596126126535,1.30838419792443,1.51021749939399,2,auDRI,12
1.43664428520747,1.29896232986266,1.57432624055228,2,AIPW,12
1.32288292855721,1.2585324421245,1.39137095866358,3,auDRI,12
1.32384959460431,1.2573550582523,1.39034413095631,3,AIPW,12
1.62289663862609,1.50681069472547,1.73569296909804,4,auDRI,12
1.70266747343701,1.56799667740999,1.83733826946403,4,AIPW,12
